name,start_time,end_time,report,coordinates,connected,busbar,control_areas,zone,pmax,pmin,rpmax_up,rpmax_down,rsmax_up,rsmax_down,rtmax_up,rtmax_down,pcost_rp_up,pcost_rs_up,pcost_rt_up,pcost_rp_down,pcost_rs_down,pcost_rt_down,vomc_avg,auxserv,flex,is_ncre,forced_commit,unavailability,candidate,gen_recourse,gen_recourse_start_time,dimensioned,gen_inv_cost,initial_investment,recog_pot,forced_outage_rate,fom_cost,lifetime,inertia,voltage,owner
"PAMPA_TIGRE_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaZaldivar220",SEN,"Profile_FV_Kimal03",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,220,None
"SANTIAGO_SOLAR_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,"Profile_SantiagoSolar",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02048959,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"HUATACONDO_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Lagunas220",SEN,"Profile_Huatacondo",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05011147,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,220,None
"WILLKA_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Parinacota220",SEN,"Profile_PV_Parinacota220",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,220,None
"LAS_SALINAS_Fase4_FV",2023-11-01-00:00,2060-01-01-00:00,true,0,false,"Kimal220",SEN,"Profile_CERRODOMINADOR",93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,220,None
"CARRERA_PINTO_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Cumbre500",SEN,"Profile_CarreraPinto",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.00836466,0,50,0,500,None
"ALCONES_FV",2025-12-01-00:00,2060-01-01-00:00,true,0,true,"Polpaico500",SEN,"Profile_Alcones",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"SOL_DE_LOS_ANDES_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Cumbre500",SEN,"Profile_FV_Kimal03",89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,500,None
"CAPRICORNIO_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Kimal220",SEN,"Profile_FV_Kimal03",87.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,220,None
"EL_MANZANO_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Polpaico500",SEN,"Profile_PV_Polpaico500",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:04,false,0,0,1,0.01782907,0,50,0,500,None
"ANDES_SOLAR_IIA_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaZaldivar220",SEN,"Profile_FV_Kimal03",86.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,220,None
"LA_HUELLA_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,"Profile_FV_Kimal03",84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,500,None
"SOL_DE_ATACAMA_FV",2022-04-01-00:00,2060-01-01-00:00,true,0,false,"Cumbre500",SEN,"Profile_FV_Kimal03",80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,500,None
"ARBOLEDA_FV",2025-12-01-00:00,2060-01-01-00:00,true,0,false,"AltoJahuel500",SEN,"Profile_ElPicurio",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"LEYDA_FV",2024-09-01-00:00,2060-01-01-00:00,true,0,true,"AltoJahuel500",SEN,"Profile_ElPicurio",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"DO�A_ANTONIA_FV",2024-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaPandeAzucar500",SEN,"Profile_SDGx01",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"DON HUMBERTO_FV",2024-05-01-00:00,2060-01-01-00:00,true,0,true,"Polpaico500",SEN,"Profile_Cintac",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09025271,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"PAMPA_SOLAR_NORTE_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaCardones500",SEN,"Profile_PampaSolarNorte",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.0123757,0,50,0,500,None
"SALVADOR_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Cumbre500",SEN,"Profile_PVSalvador",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01017906,0,50,0,500,None
"MARIA_ELENA_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Kimal220",SEN,"Profile_MARIAELENAFV",67.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420588,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,220,None
"ELENA_ETAPA_I_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Kimal220",SEN,"Profile_PV_Kimal220",67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,220,None
"VALLELAND_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,false,"NuevaMaitencillo500",SEN,"Profile_PFV_Sol_de_Vallenar",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"JAVIERA_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Cumbre500",SEN,"Profile_SolarJaviera",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
"AZABACHE_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaZaldivar220",SEN,"Profile_FV_Kimal03",59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,0,0.01782907,0,25,0,220,None
"LAS_SALINAS_Fase1_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Kimal220",SEN,"Profile_CERRODOMINADOR",58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,220,None
"LALACKAMA_FV",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Cumbre500",SEN,"Profile_PV_Cumbre500",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838987,renewable,true,0,0,false,false,1970-01-01-00:00,false,0,0,1,0.01782907,0,50,0,500,None
