name,start_time,end_time,report,h_type,ini,end,h_max_flow,h_min_flow,h_ramp,h_delay,h_delayed_q,h_flow_penalty
"Inflow_Hid_Charrua06",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Charrua06","HG_Hid_Charrua06",99999,0,99999,0,0,0
"Inflow_Hid_Cautin15",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin15","HG_Hid_Cautin15",99999,0,99999,0,0,0
"Inflow_Hid_Cautin06",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin06","HG_Hid_Cautin06",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen02",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen02","HG_Hid_Mulchen02",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen04",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen04","HG_Hid_Mulchen04",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen05",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen05","HG_Hid_Mulchen05",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen06",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen06","HG_Hid_Mulchen06",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen08",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen08","HG_Hid_Mulchen08",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen09",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen09","HG_Hid_Mulchen09",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen11",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen11","HG_Hid_Mulchen11",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen13",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen13","HG_Hid_Mulchen13",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen14",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen14","HG_Hid_Mulchen14",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen15",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen15","HG_Hid_Mulchen15",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen16",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen16","HG_Hid_Mulchen16",99999,0,99999,0,0,0
"Inflow_Ancoa",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Ancoa","HG_Ancoa",99999,0,99999,0,0,0
"Inflow_Cumpeo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Cumpeo","HG_Cumpeo",99999,0,99999,0,0,0
"Inflow_DosValles",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_DosValles","HG_Dos Valles_RBC",99999,0,99999,0,0,0
"Inflow_ElGalpon",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElGalpon","HG_El Galpon",99999,0,99999,0,0,0
"Inflow_ElPaso",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElPaso","HG_El Paso",99999,0,99999,0,0,0
"Inflow_Lircay",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Lircay","HG_Lircay",99999,0,99999,0,0,0
"Inflow_Mariposas",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Mariposas","HG_Mariposas",99999,0,99999,0,0,0
"Inflow_MCHDosal",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_MCHDosal","HG_MCH Dosal",99999,0,99999,0,0,0
"Inflow_Providencia",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Providencia","HG_Providencia",99999,0,99999,0,0,0
"Inflow_Purisima",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Purisima","HG_Pur�sima",99999,0,99999,0,0,0
"Inflow_RioColorado",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_RioColorado","HG_Rio Colorado",99999,0,99999,0,0,0
"Inflow_SanAndres",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_SanAndres","HG_San Andres",99999,0,99999,0,0,0
"Inflow_Convento_Viejo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Convento_Viejo","HG_Convento Viejo",99999,0,99999,0,0,0
"Inflow_ALFALFAL",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ALFALFAL","HG_Alfalfal",99999,0,99999,0,0,0
"Inflow_Arrayan",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Arrayan","HG_Arrayan",99999,0,99999,0,0,0
"Inflow_AuxiliardelMaipo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_AuxiliardelMaipo","HG_Auxiliar del Maipo",99999,0,99999,0,0,0
"Inflow_Carena",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Carena","HG_Carena",99999,0,99999,0,0,0
"Inflow_Coya",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Coya","HG_Coya",99999,0,99999,0,0,0
"Inflow_ElLlano",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElLlano","HG_El Llano",99999,0,99999,0,0,0
"Inflow_ElManzano",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElManzano","HG_El Manzano",99999,0,99999,0,0,0
"Inflow_ElRincon",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElRincon","HG_El Rinc�n",99999,0,99999,0,0,0
"Inflow_ElTartaro",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElTartaro","HG_El T�rtaro",99999,0,99999,0,0,0
"Inflow_Eyzaguirre",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Eyzaguirre","HG_Eyzaguirre",99999,0,99999,0,0,0
"Inflow_Florida",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Florida","HG_Florida",99999,0,99999,0,0,0
"Inflow_Guayacan",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Guayacan","HG_Guayacan",99999,0,99999,0,0,0
"Inflow_LasVertientes",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LasVertientes","HG_Las Vertientes",99999,0,99999,0,0,0
"Inflow_LosBajos",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LosBajos","HG_Los Bajos",99999,0,99999,0,0,0
"Inflow_LosMorros",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LosMorros","HG_Los Morros",99999,0,99999,0,0,0
"Inflow_Maitenes",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Maitenes","HG_Maitenes",99999,0,99999,0,0,0
"Inflow_Mallarauco",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Mallarauco","HG_Mallarauco",99999,0,99999,0,0,0
"Inflow_Puntilla",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Puntilla","HG_Puntilla",99999,0,99999,0,0,0
"Inflow_Queltehues",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Queltehues","HG_Queltehues",99999,0,99999,0,0,0
"Inflow_SauceAndes",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_SauceAndes","HG_Sauce Andes",99999,0,99999,0,0,0
"Inflow_Sauzal",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Sauzal","HG_Sauzal",99999,0,99999,0,0,0
"Inflow_Sauzalito",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Sauzalito","HG_Sauzalito",99999,0,99999,0,0,0
"Inflow_Volcan",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Volcan","HG_Volcan",99999,0,99999,0,0,0
"Inflow_Alfalfal_2",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Alfalfal_2","HG_Alfalfal 02",99999,0,99999,0,0,0
"Inflow_Las_Lajas",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Las_Lajas","HG_Las Lajas",99999,0,99999,0,0,0
"Inflow_Palacios",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Palacios","HG_Palacios",99999,0,99999,0,0,0
"Inflow_Vina_Tarapaca",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Vina_Tarapaca","HG_Vi�a Tarapac�",99999,0,99999,0,0,0
"Inflow_MCHPCipresillos",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_MCHPCipresillos","HG_MCHP Cipresillos",99999,0,99999,0,0,0
"Inflow_Hid_Candelaria01",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Candelaria01","HG_Hid_Candelaria01",99999,0,99999,0,0,0
"Inflow_Hid_Candelaria04",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Candelaria04","HG_Hid_Candelaria04",99999,0,99999,0,0,0
"Inflow_Hid_Candelaria05",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Candelaria05","HG_Hid_Candelaria05",99999,0,99999,0,0,0
"Inflow_Hid_Rapel02",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Rapel02","HG_Hid_Rapel02",99999,0,99999,0,0,0
"Inflow_Hid_Polpaico01",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Polpaico01","HG_Hid_Polpaico01",99999,0,99999,0,0,0
"Inflow_LaPaloma",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LaPaloma","HG_La Paloma",99999,0,99999,0,0,0
"Inflow_LosMolles",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LosMolles","HG_Los Molles",99999,0,99999,0,0,0
"Inflow_Puclaro",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Puclaro","HG_Puclaro",99999,0,99999,0,0,0
"Inflow_RioHuasco",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_RioHuasco","HG_CH Rio Huasco",99999,0,99999,0,0,0
"Inflow_CAVANCHA",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_CAVANCHA","HG_CAVANCHA",99999,0,99999,0,0,0
"Inflow_CHAPIQUINA",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_CHAPIQUINA","HG_CHAPIQUINA",99999,0,99999,0,0,0
"Inflow_ALLIPEN",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ALLIPEN","HG_Allip�n",99999,0,99999,0,0,0
"Inflow_Carilafquen",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Carilafquen","HG_Carilafqu�n",99999,0,99999,0,0,0
"Inflow_Donguil",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Donguil","HG_Donguil",99999,0,99999,0,0,0
"Inflow_ElAgrio",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElAgrio","HG_El Agrio",99999,0,99999,0,0,0
"Inflow_ElCanelo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElCanelo","HG_El Canelo",99999,0,99999,0,0,0
"Inflow_Maisan",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Maisan","HG_Maisan",99999,0,99999,0,0,0
"Inflow_Malalcahuello",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Malalcahuello","HG_Malalcahuello",99999,0,99999,0,0,0
"Inflow_RioTrueno",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_RioTrueno","HG_Rio Trueno",99999,0,99999,0,0,0
"Inflow_SantaElena",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_SantaElena","HG_Santa Elena",99999,0,99999,0,0,0
"Inflow_Trufultruful",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Trufultruful","HG_Trufultruful",99999,0,99999,0,0,0
"Inflow_Las_Nieves",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Las_Nieves","HG_Las Nieves",99999,0,99999,0,0,0
"Inflow_Hid_Cautin02",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin02","HG_Hid_Cautin02",99999,0,99999,0,0,0
"Inflow_Hid_Cautin03",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin03","HG_Hid_Cautin03",99999,0,99999,0,0,0
"Inflow_Hid_Cautin07",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin07","HG_Hid_Cautin07",99999,0,99999,0,0,0
"Inflow_Hid_Cautin08",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin08","HG_Hid_Cautin08",99999,0,99999,0,0,0
"Inflow_Hid_Cautin09",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin09","HG_Hid_Cautin09",99999,0,99999,0,0,0
"Inflow_Hid_Cautin10",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin10","HG_Hid_Cautin10",99999,0,99999,0,0,0
"Inflow_Hid_Cautin11",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin11","HG_Hid_Cautin11",99999,0,99999,0,0,0
"Inflow_Hid_Cautin12",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin12","HG_Hid_Cautin12",99999,0,99999,0,0,0
"Inflow_Hid_Cautin14",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin14","HG_Hid_Cautin14",99999,0,99999,0,0,0
"Inflow_Hid_Cautin16",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin16","HG_Hid_Cautin16",99999,0,99999,0,0,0
"Inflow_Hid_Cautin17",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Cautin17","HG_Hid_Cautin17",99999,0,99999,0,0,0
"Inflow_Hid_Mulchen01",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Mulchen01","HG_Hid_Mulchen01",99999,0,99999,0,0,0
"Inflow_Callao",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Callao","HG_CH Callao",99999,0,99999,0,0,0
"Inflow_Contra",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Contra","HG_Contra",99999,0,99999,0,0,0
"Inflow_Curileufu",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Curileufu","HG_Curileufu",99999,0,99999,0,0,0
"Inflow_DonWalterio",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_DonWalterio","HG_Don Walterio",99999,0,99999,0,0,0
"Inflow_DonaHilda",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_DonaHilda","HG_Do�a Hilda",99999,0,99999,0,0,0
"Inflow_ElArrayan",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElArrayan","HG_El Arrayan",99999,0,99999,0,0,0
"Inflow_Hidrorininahue",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hidrorininahue","HG_Hidrori�inahue",99999,0,99999,0,0,0
"Inflow_LasFlores",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LasFlores","HG_Las Flores",99999,0,99999,0,0,0
"Inflow_Lican",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Lican","HG_Lican",99999,0,99999,0,0,0
"Inflow_LosColonos",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LosColonos","HG_Los Colonos",99999,0,99999,0,0,0
"Inflow_LosCorrales",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LosCorrales","HG_Los Corrales",99999,0,99999,0,0,0
"Inflow_LosCorrales2",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LosCorrales2","HG_Los Corrales 2",99999,0,99999,0,0,0
"Inflow_MariaElena",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_MariaElena","HG_Mar�a Elena",99999,0,99999,0,0,0
"Inflow_MolineraVillarrica",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_MolineraVillarrica","HG_Molinera Villarica",99999,0,99999,0,0,0
"Inflow_Muchi",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Muchi","HG_Muchi",99999,0,99999,0,0,0
"Inflow_Nalcas",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Nalcas","HG_CH Nalcas",99999,0,99999,0,0,0
"Inflow_Panguipulli",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Panguipulli","HG_Panguipulli",99999,0,99999,0,0,0
"Inflow_Pehui",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Pehui","HG_Pehui",99999,0,99999,0,0,0
"Inflow_Pichilonco",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Pichilonco","HG_Pichilonco",99999,0,99999,0,0,0
"Inflow_Pilmaiquen",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Pilmaiquen","HG_Pilmaiquen",99999,0,99999,0,0,0
"Inflow_Piutel",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Piutel","HG_Piutel",99999,0,99999,0,0,0
"Inflow_Pulelfu",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Pulelfu","HG_Pulelfu",99999,0,99999,0,0,0
"Inflow_Pullinque",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Pullinque","HG_Pullinque",99999,0,99999,0,0,0
"Inflow_Reca",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Reca","HG_Reca",99999,0,99999,0,0,0
"Inflow_Rucatayo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Rucatayo","HG_Rucatayo",99999,0,99999,0,0,0
"Inflow_Trailelfu",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Trailelfu","HG_Trailelfu",99999,0,99999,0,0,0
"Inflow_Tranquil",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Tranquil","HG_Tranquil",99999,0,99999,0,0,0
"Inflow_MSA_1",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_MSA_1","HG_MSA-1",99999,0,99999,0,0,0
"Inflow_Cumbres",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Cumbres","HG_Cumbres",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli10",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli10","HG_Hid_Pichirropulli10",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli01",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli01","HG_Hid_Pichirropulli01",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli03",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli03","HG_Hid_Pichirropulli03",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli04",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli04","HG_Hid_Pichirropulli04",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli05",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli05","HG_Hid_Pichirropulli05",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli06",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli06","HG_Hid_Pichirropulli06",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli07",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli07","HG_Hid_Pichirropulli07",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli08",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli08","HG_Hid_Pichirropulli08",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli09",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli09","HG_Hid_Pichirropulli09",99999,0,99999,0,0,0
"Inflow_Hid_Pichirropulli11",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Pichirropulli11","HG_Hid_Pichirropulli11",99999,0,99999,0,0,0
"Inflow_Hid_Valdivia01",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Valdivia01","HG_Hid_Valdivia01",99999,0,99999,0,0,0
"Inflow_Hid_Rahue01",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Rahue01","HG_Hid_Rahue01",99999,0,99999,0,0,0
"Inflow_Hid_Rahue02",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Rahue02","HG_Hid_Rahue02",99999,0,99999,0,0,0
"Inflow_Hid_Rahue03",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Rahue03","HG_Hid_Rahue03",99999,0,99999,0,0,0
"Inflow_Hid_Rahue04",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_Rahue04","HG_Hid_Rahue04",99999,0,99999,0,0,0
"Inflow_Capullo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Capullo","HG_Capullo",99999,0,99999,0,0,0
"Inflow_Chanleufu",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Chanleufu","HG_Chanleufu",99999,0,99999,0,0,0
"Inflow_ElColorado",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_ElColorado","HG_El Colorado",99999,0,99999,0,0,0
"Inflow_Ensenada",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Ensenada","HG_Ensenada",99999,0,99999,0,0,0
"Inflow_LaArena",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LaArena","HG_La Arena",99999,0,99999,0,0,0
"Inflow_Collil",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Collil","HG_Collil",99999,0,99999,0,0,0
"Inflow_Dongo",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Dongo","HG_Dongo",99999,0,99999,0,0,0
"Inflow_Hid_PMontt03",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_Hid_PMontt03","HG_Hid_PMontt03",99999,0,99999,0,0,0
"released dam 1 -> HG_Los_Condores 1",1970-01-01-00:00,2060-01-01-00:00,true,released,"Emb_LMaule","HG_Los Condores",99999,0,99999,0,0,0
"inflow Afl_LMaule -> dam 1 1",1970-01-01-00:00,2060-01-01-00:00,true,inflow,"Afl_LMaule","Emb_LMaule",99999,0,99999,0,0,0
"turbinated HG_Ancoa",1970-01-01-00:00,2060-01-01-00:00,true,turbinated,"HG_Ancoa","HG_Robleria",99999,0,99999,0,0,0
"turbinated HG_Pehuenche -> CMNTronco_1 1",1970-01-01-00:00,2060-01-01-00:00,true,turbinated,"HG_Pehuenche","CMNTronco_1",99999,0,99999,0,0,0
"waterway CMNTronco_2 -> HG_Chiburgo 1",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"CMNTronco_2","HG_Chiburgo",99999,0,99999,0,0,0
"turbinated HG_Antuco -> hydro node 1 1",1970-01-01-00:00,2060-01-01-00:00,true,turbinated,"HG_Antuco","RIEGZACO",99999,0,99999,0,0,0
"waterway RIEGZACO",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"RIEGZACO","CLAJRUCUE",99999,0,99999,0,0,0
"waterway CLAJRUCUE -> HG_Rucue 1",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"CLAJRUCUE","HG_Rucue",120,0,99999,0,0,0
"waterway Balance_Tucapel -> HG_ElDiuto 1",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"Balance_Tucapel","HG_El Diuto",99999,0,99999,0,0,0
"waterway Balance_Tucapel -> Canal_Laja 1",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"Balance_Tucapel","Canal_Laja",99999,0,99999,0,0,0
"overflow Emb_Pehuenche",1970-01-01-00:00,2060-01-01-00:00,true,overflow,"Emb_Pehuenche","CMNTronco_1",99999,0,99999,0,0,0
"spilled HG_Antuco -> RIEGZACO 1",1970-01-01-00:00,2060-01-01-00:00,true,spilled,"HG_Antuco","RIEGZACO",99999,0,99999,0,0,0
"waterway CANCHAC",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"CANCHAC","HG_Chacabuquito",99999,0,99999,0,0,0
"waterway CANBLANCO",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"CANBLANCO","HG_Blanco",99999,0,99999,0,0,0
"rLagunas",1970-01-01-00:00,2060-01-01-00:00,true,released,"Lagunas","HG_BG01_Lagunas",99999,0,99999,0,0,0
"rParinacota",1970-01-01-00:00,2060-01-01-00:00,true,released,"Parinacota","HG_BG02_Parinacota",99999,0,99999,0,0,0
"rTarapaca",1970-01-01-00:00,2060-01-01-00:00,true,released,"Tarapaca","HG_BG03_Tarapaca",99999,0,99999,0,0,0
"rChacaya",1970-01-01-00:00,2060-01-01-00:00,true,released,"Chacaya","HG_BG04_Chacaya",99999,0,99999,0,0,0
"pParinacota",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"MAR","HG_BG02_Parinacota",99999,0,99999,0,0,0
"pLagunas",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"MAR","HG_BG01_Lagunas",99999,0,99999,0,0,0
"pTarapaca",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"MAR","HG_BG03_Tarapaca",99999,0,99999,0,0,0
"pChacaya",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"MAR","HG_BG04_Chacaya",99999,0,99999,0,0,0
"pLagunas2",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"HG_BG01_Lagunas","Lagunas",99999,0,99999,0,0,0
"pTarapaca2",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"HG_BG03_Tarapaca","Tarapaca",99999,0,99999,0,0,0
"pChacaya2",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"HG_BG04_Chacaya","Chacaya",99999,0,99999,0,0,0
"pParinacota2",1970-01-01-00:00,2060-01-01-00:00,true,waterway,"HG_BG02_Parinacota","Parinacota",99999,0,99999,0,0,0
"inflow Afl_B_LaMina",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_B_LaMina","HG_La Mina",99999,0,99999,0,0,0
"inflow Afl_CANCOLOR",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_CANCOLOR","HG_Los Quilos",99999,0,99999,0,0,0
"inflow Afl_HLCTinguiririca",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_HLCTinguiririca","HG_La Higuera",99999,0,99999,0,0,0
"filtrated Emb_Colbun -> CMNTronco_2 1",1970-01-01-00:00,2050-01-01-00:00,true,filtrated,"Emb_Colbun","CMNTronco_2",99999,0,99999,0,0,0
"waterway Emb_Colbun -> CMNTronco_2 1",1970-01-01-00:00,2050-01-01-00:00,true,waterway,"Emb_Colbun","CMNTronco_2",99999,0,99999,0,0,0
"irrigation CMNTronco_2 -> Irrigation_CMNTronco_2 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"CMNTronco_2","Irrigation_CMNTronco_2",99999,0,99999,0,0,0
"turbinated HG_Machicura -> Sur123_SCDZ 1",1970-01-01-00:00,2050-01-01-00:00,true,turbinated,"HG_Machicura","Sur123_SCDZ",99999,0,99999,0,0,0
