name,start_time,end_time,report,coordinates,connected,busbar,control_areas,pmax,pmin,rpmax_up,rpmax_down,rsmax_up,rsmax_down,rtmax_up,rtmax_down,pcost_rp_up,pcost_rs_up,pcost_rt_up,pcost_rp_down,pcost_rs_down,pcost_rt_down,vomc_avg,heatrate_avg,cost_function,auxserv,flex,uc_linear,rampup,rampdn,faststart,startcost,shutdncost,mindntime,minuptime,is_ncre,forced_commit,initialstate,initialtime,fuel_name,unavailability,co2_emission,candidate,gen_recourse,gen_recourse_start_time,dimensioned,gen_inv_cost,initial_investment,recog_pot,forced_outage_rate,fom_cost,lifetime,inertia,voltage,owner
"ESCUADRON",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,12.45409836,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1.85,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESCUADRON_Biomasa",0.082370976,0.61,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"ESPERANZA_TG1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,18.612,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.34543572,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESPERANZA_TG1_Diesel",0,0.56,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"ESPERANZA_DS1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,1.5392,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0.2301,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESPERANZA_DS1_Diesel",0.006790548,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"ESPERANZA_DS2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,0.202936364,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESPERANZA_DS2_Diesel",0.002283474,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"ESPINOS_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,0.208698864,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESPINOS_BL1_Diesel",0.009662277,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"ESPINOS_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,24,0,0,0,0,0,0,0,0,0,0,0,0,0,67.8,0.205294318,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESPINOS_BL2_Diesel",0.009512934,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"ESTANCILLA",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"AltoJahuel500",SEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,0.228,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ESTANCILLA_Diesel",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"GUACOLDA_1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,142.31,43.49,0,0,0,0,0,0,0,0,0,0,0,0,5.311111111,0.398761931,0,0,flexible,false,100,100,false,0,0,0,0,false,1,off,0,"Fuel_GUACOLDA_1_Carbon",0.021523217,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"GUACOLDA_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,133.83,43.49,0,0,0,0,0,0,0,0,0,0,0,0,4.866666667,0.432946452,0,0,flexible,false,100,100,false,0,0,0,0,false,1,off,0,"Fuel_GUACOLDA_2_Carbon",0.046618594,0.69,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"GUACOLDA_3",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,140.6,33.37,0,0,0,0,0,0,0,0,0,0,0,0,3.246666667,0.366685837,0,0,flexible,false,100,100,false,0,0,0,0,false,1,off,0,"Fuel_GUACOLDA_3_Carbon",0.048198211,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"GUACOLDA_4",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,142.31,27.41,0,0,0,0,0,0,0,0,0,0,0,0,5.753333333,0.377070666,0,0,flexible,false,100,100,false,0,0,0,0,false,1,off,0,"Fuel_GUACOLDA_4_Carbon",0.04226337,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,220,None
"GUACOLDA_5",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,142.673,26.78,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0.381255393,0,0,flexible,false,100,100,false,0,0,0,0,false,1,off,0,"Fuel_GUACOLDA_5_Carbon",0.016586079,0.76,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"HBS",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0.256236443,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_HBS_GN",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"HBS_GNL",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,3.3822985,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0.256236443,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_HBS_GNL_GN",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"HORCONES_DIE",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.324881818,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_HORCONES_DIE_Diesel",0.140608466,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"HUASCO-TG_U1_DIE",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,19.22366667,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,0.348,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_HUASCO-TG_U1_DIE_Diesel",0.540048544,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"HUASCO-TG_U2_DIE",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,19.22366667,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,0.348,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_HUASCO-TG_U2_DIE_Diesel",0.646547981,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"HUASCO-TG_U3_DIE",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,19.22366667,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,0.348,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_HUASCO-TG_U3_DIE_Diesel",0.643398012,0.71,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAJA-EVE_1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,7.917,0,0,0,0,0,0,0,0,0,0,0,0,0,3.403263712,2.66,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAJA-EVE_1_Biomasa",0.016267335,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAJA-EVE_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,3.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAJA-EVE_2_Biomasa",0.026547449,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"CMPC_LAJA_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0572,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_CMPC_LAJA_BL1_Biomasa",0.006814439,0.7,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"CMPC_LAJA_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,9.581821744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0572,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_CMPC_LAJA_BL2_Biomasa",0.006814439,0.66,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"CMPC_LAJA_BL3",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,9.581821744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0572,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_CMPC_LAJA_BL3_Biomasa",0.006197172,0.81,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAS_VEGAS",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,2.09895,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,0.220581012,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAS_VEGAS_Diesel",0.004492795,0.77,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAUTARO_1_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,2.952,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAUTARO_1_BL1_Biomasa",0.11115431,0.76,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAUTARO_1_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,2.682,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAUTARO_1_BL2_Biomasa",0.11115431,0.85,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAUTARO_2_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,13.22,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,1.36,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAUTARO_2_BL1_Biomasa",0.117551414,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LAUTARO_2_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,1.36,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LAUTARO_2_BL2_Biomasa",0.117551414,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LEBU",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43,0.24,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LEBU_Diesel",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LINARES",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.61,0.206454545,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LINARES_Diesel",0.051798942,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LONQUIMAY",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Mulchen500",SEN,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,25.02,0.27,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LONQUIMAY_Diesel",0,0.72,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOS_ALAMOS",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,25.45,0.24,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOS_ALAMOS_Diesel",0,0.61,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOMA_LOS_COLORADOS_1",2018-01-01-00:00,2023-06-30-00:00,true,0,true,"Polpaico500",SEN,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,1.6543,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOMA_LOS_COLORADOS_1_Biogas",0.04768,0.76,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOMA_LOS_COLORADOS_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Polpaico500",SEN,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.33,1.356509042,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOMA_LOS_COLORADOS_2_Biogas",0.00746942,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOS_GUINDOS",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,134.043,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65,0.253202579,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOS_GUINDOS_Diesel",0.009474246,1.06,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOS_GUINDOS_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,136.88,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71,0.242266271,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOS_GUINDOS_2_Diesel",0.050396102,0.9,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOS_PINOS",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,102.845478,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.188055396,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOS_PINOS_Diesel",0.024218282,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOS_PINOS_BIOGAS-ETAPA_1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19.665,1.356509042,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOS_PINOS_BIOGAS-ETAPA_1_Biogas",0.018505893,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOUISIANA_PACIFIC",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Pichirropulli500",SEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49,0.22,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOUISIANA_PACIFIC_Diesel",0,0.75,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"LOUISIANA_PACIFIC_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Mulchen500",SEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49,0.22,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_LOUISIANA_PACIFIC_2_Diesel",0,0.3,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"MASISA",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.467579026,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_MASISA_Biomasa",0.102647756,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"MAULE",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,57.59,0.222209697,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_MAULE_Diesel",0.099312193,0.18,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"MOLINA",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,19.665,1.356509042,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_MOLINA_Biogas",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"MONTE_PATRIA",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39.27,0.28,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_MONTE_PATRIA_Diesel",0,0.67,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"MULTIEXPORT_I",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaPuertoMontt500",SEN,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,0.22,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_MULTIEXPORT_I_Diesel",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"MULTIEXPORT_II",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaPuertoMontt500",SEN,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,0.22,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_MULTIEXPORT_II_Diesel",0.618586189,0.76,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"NUEVA_ALDEA_1_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3948825,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_NUEVA_ALDEA_1_BL1_Biomasa",0.152171579,0.8,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"NUEVA_ALDEA_1_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_NUEVA_ALDEA_1_BL2_Biomasa",0.152171579,0.69,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"NUEVA_ALDEA_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.29521642,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_NUEVA_ALDEA_2_Diesel",0.095602948,0.66,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"NUEVA_ALDEA_3",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3948825,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_NUEVA_ALDEA_3_Biomasa",0.032924282,0.69,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"NUEVA_VENTANAS",2018-01-01-00:00,2029-04-30-00:00,true,0,true,"Quillota500",SEN,244.0648,131.09,0,0,0,0,0,0,0,0,0,0,0,0,8.24,0.371814659,0,0,flexible,false,100,100,false,0,0,0,0,false,1,off,0,"Fuel_NUEVA_VENTANAS_Carbon",0.091515975,0.69,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"OLIVOS_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,90,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0.218893939,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_OLIVOS_BL1_Diesel",0.037590542,0.7,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"OLIVOS_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,0.218045455,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_OLIVOS_BL2_Diesel",0.025689352,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"ORAFTI",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68110879,1.480093926,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_ORAFTI_Biomasa",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"CMPC_PACIFICO_BL1",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,11.2442901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_CMPC_PACIFICO_BL1_Biomasa",0.0159752,1.07,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"CMPC_PACIFICO_BL2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,10.56575535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_CMPC_PACIFICO_BL2_Biomasa",0.016121813,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"CMPC_PACIFICO_BL3",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,10.17802121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271340206,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_CMPC_PACIFICO_BL3_fuel_oil",0.010878222,0.76,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PAJONALES",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaMaitencillo500",SEN,98.82,0,0,0,0,0,0,0,0,0,0,0,0,0,45.16,0.224863636,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PAJONALES_Diesel",0.0000404,0.76,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PETROPOWER",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Concepcion500",SEN,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.45,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PETROPOWER_Petcoke",0.09204951,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PLACILLA",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,2.373,0,0,0,0,0,0,0,0,0,0,0,0,0,26.87,0.199454545,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PLACILLA_Diesel",0.025946166,0.74,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PMGD_CONCHALI",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,0.2353,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PMGD_CONCHALI_Diesel",0,0.67,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PRIME_LOS_CONDORES",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,102.1888831,0,0,0,0,0,0,0,0,0,0,0,0,0,44.86,0.214545455,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PRIME_LOS_CONDORES_Diesel",0.05434,1.06,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PUNITAQUI",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39.27,0.28,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PUNITAQUI_Diesel",0,0.92,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"PUNTA_COLORADA_DIE",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaPandeAzucar500",SEN,16.78607984,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,0.190272727,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_PUNTA_COLORADA_DIE_Diesel",0.127406932,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"QUELLON_2",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"NuevaPuertoMontt500",SEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34.71,0.200818182,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_QUELLON_2_Diesel",0.05434,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"QUINTAY",2018-01-01-00:00,2024-06-30-00:00,true,0,true,"Quillota500",SEN,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02,0.20916752,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_QUINTAY_Diesel",0.18609699,0.74,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"RAMADILLA",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Quillota500",SEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,0.2353,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_RAMADILLA_Diesel",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"RASO_POWER",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54208196,0.327,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_RASO_POWER_Diesel",0,0.71,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"RASO_POWER_AMPL",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54208196,0.327,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_RASO_POWER_AMPL_Diesel",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"RASO_POWER_AMPL_3Y4",2018-01-01-00:00,2060-01-01-00:00,true,0,true,"Ancoa500",SEN,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54208196,0.327,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_RASO_POWER_AMPL_3Y4_Diesel",0,0,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
"RENCA_U1",2018-01-01-00:00,2023-11-30-00:00,true,0,true,"Polpaico500",SEN,48.043,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0.365,0,0,flexible,false,100,100,false,0,0,0,0,false,0,off,0,"Fuel_RENCA_U1_Diesel",0.05434,0.56,false,false,2000-01-01-00:00,false,0,0,1,0,0,50,0,500,None
