name,start_time,end_time,report,connected,coordinates,busbari,busbarf,max_flow,max_flow_reverse,r,x,branch_associated_ess,branch_ovf_ab,branch_ovf_ba,dc,losses,binary_loss_model,candidate,branch_recourse,branch_recourse_start_time,dimensioned,branch_inv_cost,initial_investment,lifetime,voltage,owner
"L6_Maitencillo500_AltoJahuel500",2033-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaMaitencillo500","AltoJahuel500",3000,3000,0.0029925,0.055555556,,0,0,true,true,false,true,false,1970-01-01-00:00,true,390.08,0,40,500,None
"L7_Maitencillo500_AltoJahuel500",2034-01-01-00:00,2060-01-01-00:00,true,false,0,"NuevaMaitencillo500","AltoJahuel500",3500,3500,0.0029925,0.055555556,,0,0,true,true,false,true,false,1970-01-01-00:00,true,375.21,0,40,500,None
"L2_NuevaPozoAlmonte220_Parinacota220",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPozoAlmonte220","Parinacota220",2300,2300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,130.4347826,0,30,220,None
"L2_NuevaPozoAlmonte220_Lagunas220",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPozoAlmonte220","Lagunas220",2300,2300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,56.52173913,0,30,220,None
"L2_Quillota500_Polpaico500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"Quillota500","Polpaico500",2300,2300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,46.73913043,0,30,500,None
"L2_Rapel500_AltoJahuel500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"Rapel500","AltoJahuel500",2300,2300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,80,0,30,500,None
"L2_Candelaria500_AltoJahuel500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"Candelaria500","AltoJahuel500",2300,2300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,45.2173913,0,30,500,None
"L2_Concepcion500_NuevaCharrua500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"Concepcion500","NuevaCharrua500",2300,2300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,80.43478261,0,30,500,None
"L2_NuevaCharrua500_Mulchen500",2029-01-01-00:00,2060-01-01-00:00,true,false,0,"NuevaCharrua500","Mulchen500",5000,5000,0,0.2,,0,0,true,true,false,false,false,1970-01-01-00:00,true,13.29,0,30,500,None
"L2_RioMalleco500_Mulchen500",2029-01-01-00:00,2060-01-01-00:00,true,false,0,"RioMalleco500","Mulchen500",5000,5000,0,0.2,,0,0,true,true,false,false,false,1970-01-01-00:00,true,70.92,0,30,500,None
"L4_NuevaPozoAlmonte220_Parinacota220",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPozoAlmonte220","Parinacota220",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,100,0,30,220,None
"L4_NuevaPozoAlmonte220_Lagunas220",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPozoAlmonte220","Lagunas220",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,50,0,30,220,None
"L4_Quillota500_Polpaico500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Quillota500","Polpaico500",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,37.5,0,30,500,None
"L4_Rapel500_AltoJahuel500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Rapel500","AltoJahuel500",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,63.33333333,0,30,500,None
"L4_Candelaria500_AltoJahuel500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Candelaria500","AltoJahuel500",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,30,0,30,500,None
"L4_Concepcion500_NuevaCharrua500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Concepcion500","NuevaCharrua500",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,55.83333333,0,30,500,None
"L4_NuevaCharrua500_Mulchen500",2030-01-01-00:00,2060-01-01-00:00,true,false,0,"NuevaCharrua500","Mulchen500",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,13.29,0,30,500,None
"L4_RioMalleco500_Mulchen500",2030-01-01-00:00,2060-01-01-00:00,true,false,0,"RioMalleco500","Mulchen500",600,600,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,70.92,0,30,500,None
"L3_NuevaPozoAlmonte220_Parinacota220",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPozoAlmonte220","Parinacota220",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,73.33333333,0,30,220,None
"L3_NuevaPozoAlmonte220_Lagunas220",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPozoAlmonte220","Lagunas220",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,40,0,30,220,None
"L3_Quillota500_Polpaico500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Quillota500","Polpaico500",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,30,0,30,500,None
"L3_Rapel500_AltoJahuel500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Rapel500","AltoJahuel500",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,60,0,30,500,None
"L3_Candelaria500_AltoJahuel500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Candelaria500","AltoJahuel500",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,26.66666667,0,30,500,None
"L3_Concepcion500_NuevaCharrua500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Concepcion500","NuevaCharrua500",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,37.5,0,30,500,None
"L3_NuevaCharrua500_Mulchen500",2030-01-01-00:00,2060-01-01-00:00,true,false,0,"NuevaCharrua500","Mulchen500",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,13.29,0,30,500,None
"L3_RioMalleco500_Mulchen500",2030-01-01-00:00,2060-01-01-00:00,true,false,0,"RioMalleco500","Mulchen500",300,300,0,0.2,,0,0,true,true,false,true,false,1970-01-01-00:00,true,70.92,0,30,500,None
"L5_Ancoa500_NuevaCharrua500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Ancoa500","NuevaCharrua500",500,500,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,200,0,40,500,None
"L7_AltoJahuel500_NuevaCharrua500",2030-01-01-00:00,2060-01-01-00:00,true,false,0,"AltoJahuel500","NuevaCharrua500",2500,2500,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,280,0,40,500,None
"L6_Ancoa500_NuevaCharrua500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Ancoa500","NuevaCharrua500",400,400,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,75,0,40,500,None
"L5_AltoJahuel500_Ancoa500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"AltoJahuel500","Ancoa500",400,400,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,100,0,40,500,None
"L5_NuevaCharrua500_Mulchen500",2033-02-01-00:00,2060-01-01-00:00,true,true,0,"NuevaCharrua500","Mulchen500",1000,1000,0.001164,0.002,,0,0,true,true,false,false,false,1970-01-01-00:00,true,80,0,40,500,None
"L5_RioMalleco500_Mulchen500",2033-02-01-00:00,2060-01-01-00:00,true,true,0,"RioMalleco500","Mulchen500",1000,1000,0.001164,0.002,,0,0,true,true,false,false,false,1970-01-01-00:00,true,80,0,40,500,None
"L5_RioMalleco500_Pichirropulli500",2037-01-01-00:00,2060-01-01-00:00,true,true,0,"RioMalleco500","Pichirropulli500",1000,1000,0.001164,0.002,,0,0,true,true,false,false,false,1970-01-01-00:00,true,80,0,40,500,None
"L5_Pichirropulli500_NuevaPuertoMontt500",2037-01-01-00:00,2060-01-01-00:00,true,true,0,"Pichirropulli500","NuevaPuertoMontt500",1000,1000,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,90,0,40,500,None
"L5_NuevaPuertoMontt500_Ancud500",2037-01-01-00:00,2060-01-01-00:00,true,true,0,"NuevaPuertoMontt500","NuevaAncud500",2300,2300,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,90,0,40,500,None
"L7_AltoJahuel500_RioMalleco500",2033-01-01-00:00,2060-01-01-00:00,true,true,0,"AltoJahuel500","RioMalleco500",3000,3000,0.001164,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,435,0,40,500,None
"L1_RioMalleco500_Mulchen500",1970-01-01-00:00,2060-01-01-00:00,true,true,0,"RioMalleco500","Mulchen500",630,630,0,0.2,,0,0,true,true,false,false,false,1970-01-01-00:00,false,0,0,30,500,None
"L8_NuevaCharrua500_Mulchen500",2033-02-01-00:00,2060-01-01-00:00,true,true,0,"NuevaCharrua500","Mulchen500",660,660,0.000336,0.0034,,0,0,true,true,false,false,false,1970-01-01-00:00,false,0,0,40,500,None
"L8_Mulchen500_RioMalleco500",2033-02-01-00:00,2060-01-01-00:00,true,true,0,"Mulchen500","RioMalleco500",660,660,0.000336,0.0034,,0,0,true,true,false,false,false,1970-01-01-00:00,false,0,0,40,500,None
"L1_Lagunas500_Kimal500",2028-01-01-00:00,2060-01-01-00:00,true,true,0,"Lagunas500","Kimal500",1500,1500,0.000761,0.009158,,0,0,true,true,false,false,false,1970-01-01-00:00,false,0,0,40,500,None
"Tr1_Lagunas500_Lagunas220",2028-01-01-00:00,2060-01-01-00:00,true,true,0,"Lagunas500","Lagunas220",750,750,0.0002,0.0096,,0,0,true,true,false,false,false,1970-01-01-00:00,false,0,0,40,220,None
"L5_Parinas500_NuevaZaldivar500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Parinas500","NuevaZaldivar220",1500,1500,0.00066,0.008,,0,0,true,true,false,true,false,1970-01-01-00:00,true,60.53333333,0,40,500,None
"L6_Parinas500_Kimal220",2033-01-01-00:00,2060-01-01-00:00,true,true,0,"Parinas500","Kimal220",3000,3000,0,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,350,0,40,500,None
"L2_Lagunas500_Kimal500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"Lagunas500","Kimal500",2300,2300,0,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,83.47826087,0,40,500,None
"Tr_Lagunas500_Lagunas220",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Lagunas500","Lagunas220",750,750,0.0002,0.0096,,0,0,true,true,false,true,false,1970-01-01-00:00,true,27,0,40,220,None
"L2_Concepcion500_VadoPedregoso500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"Concepcion500","VadoPedregoso500",2300,2300,0,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,70.43478261,0,40,500,None
"L3_Concepcion500_VadoPedregoso500",2030-01-01-00:00,2060-01-01-00:00,true,true,0,"Concepcion500","VadoPedregoso500",600,600,0,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,60,0,40,500,None
"L2_VadoPedregoso500_RioMalleco500",2031-01-01-00:00,2060-01-01-00:00,true,true,0,"VadoPedregoso500","RioMalleco500",2300,2300,0,0.002,,0,0,true,true,false,true,false,1970-01-01-00:00,true,97.82608696,0,40,500,None
