name,start_time,end_time,report,fuel_type,fuel_price,availability,consider_availability
"Fuel_NEHUENCO_9B_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_NUEVA_RENCA-TG+TV_GNL_A_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_NUEVA_RENCA-FA_GLP_GLP",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_QUINTERO_1A_GNL_E_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_QUINTERO_1B_GNL_E_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_SAN_ISIDRO-TG+TV_GNL_E_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_SAN_ISIDRO_2-TG+TV_GNL_E_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_MEJILLONES_3-TG+TV_GNL_B_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TALTAL_1_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TALTAL_2_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TENO50_GLP_GLP",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_COLMITO_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CORONEL_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CONCON_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_LOS_VIENTOS_AUM_GN_A_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_NEWEN_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_COGENERADORA_ACONCAGUA_Cogeneracion",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ATA-TG1A+TG1B+TV1C_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ATA-TG2A+TG2B+TV2C_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_KELAR-TG1+TG2+TV_GNL_D_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TOCOPILLA_U16-TG+TV_GNL_B_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ANGAMOS_1_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ANGAMOS_2_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CERRO_PABELLON_U1_Geo",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CERRO_PABELLON_U2_Geo",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_COCHRANE_1_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_COCHRANE_2_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ANDINA_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_HORNITOS_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_MEJILLONES_1_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_MEJILLONES_2_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CUMMINS_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_DEUTZ_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ESTANDARTES_13_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ESTANDARTES_7-12_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ARICA_GM_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_IE_MEJILLONES_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_IE_MEJILLONES_GNL_A_GN",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_INACAL_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_AGUAS_BLANCAS_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ARICA_M1_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ARICA_M2_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_MANTOS_BLANCOS_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_PAS_MEJILLONES_Cogeneracion",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_NUEVA_TOCOPILLA_1_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_NUEVA_TOCOPILLA_2_CARBON",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_LA_PORTADA_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TOCOPILLA-TG1_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TOCOPILLA-TG2_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TOCOPILLA-TG3_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_TARAPACA-TG_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_UJINA_U1_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_UJINA_U2_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_UJINA_U3_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_UJINA_U4_DIE_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_UJINA_U5_HFO_fuel_oil",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_UJINA_U6_HFO_fuel_oil",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ZOFRI_1_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ZOFRI_2-5_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_ZOFRI_6_Diesel",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CNE_BIOMASA",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CNE_GNL",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Fuel_CNE_DIESEL",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Ancoa",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Andes",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo02_Andes",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Candelaria",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Cautin",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Charrua",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Chuquicamata",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Mulchen",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_PAlmonte",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo01_Parinacota",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
"Comb_Geo02_Parinacota",1970-01-01-00:00,2050-01-01-00:00,true,coal,100,1e+100,false
