name,start_time,end_time,report,power
"Profile_Eolica_Maule_40",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Maule_41",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Maule_42",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Maule_43",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Maule_44",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Maule_45",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Maule_46",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_47",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_48",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_49",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_50",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_51",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_52",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_53",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_54",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Nuble_55",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_56",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_58",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_59",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_60",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_61",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_62",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_63",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_64",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_65",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_66",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_67",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_68",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_69",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_70",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_71",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Biobio_72",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_75",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_76",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_77",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_78",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_79",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_80",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_81",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_82",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_83",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_84",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_85",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_araucania_86",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_87",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_88",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_89",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_90",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_91",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_92",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_93",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_94",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_95",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_96",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_97",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_98",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_99",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_100",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_101",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_102",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosRios_103",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_105",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_106",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_107",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_108",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_109",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_111",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_112",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_113",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_114",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_117",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_118",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_123",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_124",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_125",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_126",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_127",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_128",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_LosLagos_130",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Antofagasta_15",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_Eolica_Antofagasta_16",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Arica_01",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Arica_02",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Arica_04",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Arica_05",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_10",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_11",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_12",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_13",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_14",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_15",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_16",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_17",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_18",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Tarapaca_19",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_22",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_23",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_24",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_27",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_28",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_29",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_30",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_32",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_33",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_34",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_35",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_36",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_37",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_38",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_39",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_40",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_42",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_43",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_44",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_45",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_49",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Antofagasta_50",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_52",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_53",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_57",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_58",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_59",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_62",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_63",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_64",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_65",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_68",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_69",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_70",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_74",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Atacama_75",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_77",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_78",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_79",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_81",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_82",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_83",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_85",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_86",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_87",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_89",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_90",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_91",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_92",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_93",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_94",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_95",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Coquimbo_99",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_101",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_102",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_105",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_106",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_107",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_109",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_110",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_111",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Valparaiso_115",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_117",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_118",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_120",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_121",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_122",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_123",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Metropolitana_127",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_129",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_130",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_131",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_133",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_134",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_135",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_137",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Ohiggins_139",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_142",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_143",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_144",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_146",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_147",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_148",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_149",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_151",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_152",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_153",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_154",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Maule_158",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_161",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_162",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_163",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_164",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_165",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_166",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_169",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_173",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_174",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_176",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_178",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_179",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_180",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_181",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_182",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_183",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_184",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_185",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Biobio_189",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_199",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_200",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_201",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_203",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_204",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_205",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_206",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_208",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Araucania_210",1970-01-01-00:00,2050-01-01-00:00,true,0
"Profile_FV_Nuble_167",1970-01-01-00:00,2050-01-01-00:00,true,0
"profile 1",1970-01-01-00:00,2050-01-01-00:00,true,0
