stage,block,NuevaCharrua500,Cumbre500,Pichirropulli500,Polpaico500,NuevaAncud500,AltoJahuel500,NuevaCardones500,Ancoa500,RioMalleco500,NuevaPandeAzucar500,NuevaMaitencillo500,NuevaPuertoMontt500,Parinas500,NuevaZaldivar220,Kimal500,LosChangos500,Lagunas220,Kimal220,LosChangos220,Parinacota220,NuevaPozoAlmonte220,Quillota500,Rapel500,Concepcion500,Mulchen500,Candelaria500
194,24,0.0,35.75271265722962,139.2764689735726,1714.6304644892498,0.0,1488.1195526217011,287.1913576543668,613.4458121885709,0.0,476.19880527130294,117.77861362341581,274.7776301674626,2.0351866586534384,1324.4846653658701,0.0,0.0,396.8535748360431,778.8658518989675,0.0,55.379919689184426,76.28005977901773,795.1314947946622,0.0,683.6339288081067,209.34657728778006,0.0
195,1,0.0,43.21593372581863,129.45953434455197,1693.0800678281466,0.0,1476.7517654524945,293.93979216189956,596.4659796591569,0.0,442.3926290517795,173.63329601225126,293.951954004829,2.1813626704707936,1267.1650671975785,0.0,0.0,417.4826738809986,831.4614930694797,0.0,51.87289008812316,74.51731694710168,750.0046674656367,0.0,645.0602866649917,223.97753023879784,0.0
195,2,0.0,43.0180359243235,113.62430200434358,1530.9189699311924,0.0,1314.6578178775549,282.52488691743724,543.7039595947886,0.0,401.1798936966784,174.90138786662902,262.9824083401439,2.1809257331434844,1249.7263431883425,0.0,0.0,395.6048814961374,813.876202459259,0.0,44.068595604998336,71.98619902494754,667.3198251229217,0.0,581.8032367522935,188.39353453784787,0.0
195,3,0.0,41.9172293624664,112.01225803765666,1487.7511554628309,0.0,1270.8125178258526,275.9738799693007,515.7586179737514,0.0,391.87717152078085,169.3745597243103,248.1958503525816,2.2469293273475226,1219.11960393855,0.0,0.0,379.6370009779789,797.7530146835484,0.0,40.38275364668462,68.27991920280832,645.7003676165875,0.0,552.046910619295,179.52718892768323,0.0
195,4,0.0,37.57831994340202,113.07868715448771,1458.5725152391565,0.0,1297.4834315910532,251.39115165871826,509.59241752521757,0.0,387.3096186510787,154.98574844065206,243.4465724348035,2.292678993813752,1096.9229295278437,0.0,0.0,357.6822343367211,731.649375360076,0.0,40.46350761481061,62.76569801949715,621.6609497007775,0.0,528.3408540969749,183.06186586644174,0.0
195,5,0.0,35.80713455386588,122.05653224374171,1609.754305136536,0.0,1442.4424347495624,241.1189335116665,574.8235275277442,0.0,402.51035056931715,142.69332032759004,265.00262369684293,2.21598722264536,1072.931600474235,0.0,0.0,355.2874799660394,693.0910649814903,0.0,42.07858703437323,59.33060940901636,682.9036838676515,0.0,575.0337042469216,220.45471466751206,0.0
195,6,0.0,36.43793380654484,138.43737943380597,1817.2461781821871,0.0,1643.0702881014279,249.34508383066668,630.9875891618972,0.0,455.0476835942812,149.64950064070086,303.3512712672446,2.101396804745218,1127.2784506438725,0.0,0.0,395.5022491870077,730.3217516703704,0.0,51.024973391686004,65.3872130053235,770.9719369524319,0.0,655.9000005128212,258.6066887074398,0.0
195,7,0.0,36.13861338729636,142.37242023297617,1949.698558638113,0.0,1764.5662486417395,263.4222703426841,670.7793256381622,0.0,484.03488203681115,153.49775631719467,311.9992103740799,2.0413323708617113,1147.2712251025612,0.0,0.0,410.61486016782567,752.9686072921827,0.0,56.68351950481008,68.03886035430801,800.9725813791417,0.0,706.493793780588,262.47941353127686,0.0
195,8,0.0,37.246841105071184,142.2153492165586,1982.5877419294325,0.0,1791.2108691792685,266.886227427902,696.8945511597944,0.0,471.9455336114801,147.31122721877549,306.54817340471226,2.044369781648339,1142.6027558140688,0.0,0.0,402.3700627528842,738.8254099602468,0.0,56.896940714434876,68.46071334047363,811.876705737963,0.0,704.9029536156934,260.4511258063693,0.0
195,9,0.0,37.24931483187768,138.79285578876264,1938.5181866908401,0.0,1743.215494574821,261.34030652222566,676.2468924983943,0.0,455.4143449216234,154.12813719772143,293.2289296602189,2.0410160778559083,1133.45422972434,0.0,0.0,402.2759831116326,737.5407051777336,0.0,55.66255858281111,67.16502202397908,768.3746272124627,0.0,677.5878901863762,245.41095702445904,0.0
