name,busbar,connected,pmax,pmin,heatrate_avg,vomc_avg,rampup,rampdn,minuptime,mindntime,startcost,shutdncost,uc_linear,faststart,fuel_name,co2_emission,unavailability,is_ncre,forced_commit,initialstate,initialtime,control_areas,auxserv,voltage
CMPC_PACIFICO_BL2,Concepcion500,True,10.56575535,0.0,1.18,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CMPC_PACIFICO_BL2_Biomasa,0.0,0.016121813,False,False,off,0.0,SEN,0.0,500.0
CMPC_PACIFICO_BL3,Concepcion500,True,10.17802121,0.0,0.271340206,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CMPC_PACIFICO_BL3_fuel_oil,0.76,0.010878222,False,False,off,0.0,SEN,0.0,500.0
PAJONALES,NuevaMaitencillo500,True,98.82,0.0,0.224863636,45.16,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PAJONALES_Diesel,0.76,4.04e-05,False,False,off,0.0,SEN,0.0,500.0
PETROPOWER,Concepcion500,True,20.5,0.0,0.45,3.9,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PETROPOWER_Petcoke,0.0,0.09204951,False,False,off,0.0,SEN,0.0,500.0
PLACILLA,Quillota500,True,2.373,0.0,0.199454545,26.87,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PLACILLA_Diesel,0.74,0.025946166,False,False,off,0.0,SEN,0.0,500.0
PMGD_CONCHALI,Quillota500,True,3.0,0.0,0.2353,37.9,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PMGD_CONCHALI_Diesel,0.67,0.0,False,False,off,0.0,SEN,0.0,500.0
PRIME_LOS_CONDORES,Quillota500,True,102.1888831,0.0,0.214545455,44.86,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PRIME_LOS_CONDORES_Diesel,1.06,0.05434,False,False,off,0.0,SEN,0.0,500.0
PUNITAQUI,Quillota500,True,9.0,0.0,0.28,39.27,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PUNITAQUI_Diesel,0.92,0.0,False,False,off,0.0,SEN,0.0,500.0
PUNTA_COLORADA_DIE,NuevaPandeAzucar500,True,16.78607984,0.0,0.190272727,28.9,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PUNTA_COLORADA_DIE_Diesel,0.0,0.127406932,False,False,off,0.0,SEN,0.0,500.0
QUELLON_2,NuevaPuertoMontt500,True,7.0,0.0,0.200818182,34.71,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_QUELLON_2_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
QUINTAY,Quillota500,True,2.9,0.0,0.20916752,29.02,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_QUINTAY_Diesel,0.74,0.18609699,False,False,off,0.0,SEN,0.0,500.0
RAMADILLA,Quillota500,True,3.0,0.0,0.2353,37.9,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RAMADILLA_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
RASO_POWER,Ancoa500,True,2.68,0.0,0.327,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RASO_POWER_Diesel,0.71,0.0,False,False,off,0.0,SEN,0.0,500.0
RASO_POWER_AMPL,Ancoa500,True,2.0,0.0,0.327,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RASO_POWER_AMPL_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
RASO_POWER_AMPL_3Y4,Ancoa500,True,2.46,0.0,0.327,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RASO_POWER_AMPL_3Y4_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
RENCA_U1,Polpaico500,True,48.043,0.0,0.365,3.64,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RENCA_U1_Diesel,0.56,0.05434,False,False,off,0.0,SEN,0.0,500.0
RENCA_U2,Polpaico500,True,47.679,0.0,0.365,3.64,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RENCA_U2_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
REY_EX_CORRAL,Pichirropulli500,True,0.8,0.0,0.22,23.92,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_REY_EX_CORRAL_Diesel,0.73,0.0,False,False,off,0.0,SEN,0.0,500.0
SALMOFOOD_I,Pichirropulli500,True,1.6,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SALMOFOOD_I_Diesel,1.05,0.0,False,False,off,0.0,SEN,0.0,500.0
SALMOFOOD_II,Pichirropulli500,True,1.6,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SALMOFOOD_II_Diesel,1.05,0.0,False,False,off,0.0,SEN,0.0,500.0
SAN_GREGORIO,Ancoa500,True,0.5,0.0,0.213727273,23.76,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SAN_GREGORIO_Diesel,0.87,0.201797455,False,False,off,0.0,SEN,0.0,500.0
SAN_JAVIER_ETAPA_I,Ancoa500,True,25.51108,0.0,0.211963636,44.84,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SAN_JAVIER_ETAPA_I_Diesel,1.02,0.0,False,False,off,0.0,SEN,0.0,500.0
SAN_JAVIER_ETAPA_II,Ancoa500,True,25.4338,0.0,0.2144,44.95,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SAN_JAVIER_ETAPA_II_Diesel,0.94,0.0,False,False,off,0.0,SEN,0.0,500.0
SAN_LORENZO_U1,Cumbre500,True,29.03,0.0,0.342,34.89,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SAN_LORENZO_U1_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
SAN_LORENZO_U2,Cumbre500,True,25.86,0.0,0.3804,39.16,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SAN_LORENZO_U2_Diesel,0.27,0.0,False,False,off,0.0,SEN,0.0,500.0
SAN_LORENZO_U3,Cumbre500,True,7.35,0.0,0.289,46.07,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SAN_LORENZO_U3_Diesel,1.13,0.0,False,False,off,0.0,SEN,0.0,500.0
SANTA_FE_BL1,Concepcion500,True,17.0,0.0,2.293292183,5.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_FE_BL1_Biomasa,1.27,0.041955177,False,False,off,0.0,SEN,0.0,500.0
SANTA_FE_BL2,Concepcion500,True,18.8,0.0,1.616762826,5.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_FE_BL2_Biomasa,0.0,0.041955177,False,False,off,0.0,SEN,0.0,500.0
SANTA_FE_BL3,Concepcion500,True,16.1,0.0,1.517065028,5.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_FE_BL3_Biomasa,0.0,0.041955177,False,False,off,0.0,SEN,0.0,500.0
SANTA_FE_BL4,Concepcion500,True,10.8,0.0,1.522353415,5.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_FE_BL4_Biomasa,0.0,0.041955177,False,False,off,0.0,SEN,0.0,500.0
SANTA_LIDIA,Concepcion500,True,140.88,0.0,0.244415652,20.45,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_LIDIA_Diesel,0.0,0.022019418,False,False,off,0.0,SEN,0.0,500.0
SANTA_MARIA,Concepcion500,True,344.52,162.27,0.32614536,3.506364913,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_MARIA_Carbon,0.0,0.038505872,False,True,off,0.0,SEN,0.0,500.0
SANTA_MARTA,AltoJahuel500,True,15.399988,0.0,0.271643585,15.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SANTA_MARTA_Biogas,0.0,0.001138712,False,False,off,0.0,SEN,0.0,500.0
SEPULTURA,Polpaico500,True,3.0,0.0,0.2353,37.9,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_SEPULTURA_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
TAMM,AltoJahuel500,True,0.1815,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TAMM_Diesel,0.75,0.009204122,False,False,off,0.0,SEN,0.0,500.0
TAPIHUE,Quillota500,True,6.4,0.0,0.293,51.06,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TAPIHUE_GN,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
TENO,Ancoa500,True,58.882,0.0,0.2193,36.93,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TENO_Diesel,0.0,0.00470905,False,False,off,0.0,SEN,0.0,500.0
TERMOPACIFICO,NuevaCardones500,True,86.05755,0.0,0.243354545,17.67,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TERMOPACIFICO_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
TIRUA,Concepcion500,True,0.8,0.0,0.27,29.83,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TIRUA_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
TOMAVAL_1,Quillota500,True,1.7,0.0,0.267752854,6.94,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TOMAVAL_1_GN,0.77,0.002418714,False,False,off,0.0,SEN,0.0,500.0
TOMAVAL_2,Quillota500,True,1.2,0.0,0.267752854,6.94,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TOMAVAL_2_GN,0.7,0.002418714,False,False,off,0.0,SEN,0.0,500.0
EL_TOTORAL,Quillota500,True,3.0,0.0,0.200090909,28.06,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_EL_TOTORAL_Diesel,0.8,0.049025709,False,False,off,0.0,SEN,0.0,500.0
TRAPEN,NuevaPuertoMontt500,True,80.838,0.0,0.2193,37.38,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TRAPEN_Diesel,0.77,0.001196997,False,False,off,0.0,SEN,0.0,500.0
TREBAL_MAPOCHO,Polpaico500,True,5.484,0.0,1.356509042,19.665,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TREBAL_MAPOCHO_Biogas,0.0,0.025703512,False,False,off,0.0,SEN,0.0,500.0
TRONGOL,Concepcion500,True,2.8,0.0,0.2296,19.49,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TRONGOL_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
VALDIVIA_BL1_PINO,Pichirropulli500,True,17.0,0.0,1.63,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VALDIVIA_BL1_PINO_Biomasa,0.78,0.024143984,False,False,off,0.0,SEN,0.0,500.0
VALDIVIA_BL2_PINO,Pichirropulli500,True,10.0,0.0,1.1968041,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VALDIVIA_BL2_PINO_Biomasa,0.76,0.024143984,False,False,off,0.0,SEN,0.0,500.0
VALDIVIA_BL3_PINO,Pichirropulli500,True,15.0,0.0,1.1968041,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VALDIVIA_BL3_PINO_Biomasa,0.62,0.024143984,False,False,off,0.0,SEN,0.0,500.0
VALDIVIA_BL4_PINO,Pichirropulli500,True,19.0,0.0,0.27,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VALDIVIA_BL4_PINO_fuel_oil,0.0,0.024143984,False,False,off,0.0,SEN,0.0,500.0
VENTANAS_2,Quillota500,True,193.459,107.51,0.400671551,4.97,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VENTANAS_2_Carbon,0.63,0.06113,False,True,off,0.0,SEN,0.0,500.0
VINALES_BL1,Ancoa500,True,10.0,0.0,1.353010893,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VINALES_BL1_Biomasa,0.0,0.013578571,False,False,off,0.0,SEN,0.0,500.0
VINALES_BL2,Ancoa500,True,12.0,0.0,1.353010893,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_VINALES_BL2_Biomasa,0.0,0.013578571,False,False,off,0.0,SEN,0.0,500.0
YUNGAY_U1_DIE,Concepcion500,True,52.26,0.0,0.240222941,22.7,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_YUNGAY_U1_DIE_Diesel,0.71,0.007305195,False,False,off,0.0,SEN,0.0,500.0
YUNGAY_U2_DIE,Concepcion500,True,54.56,0.0,0.237709236,22.7,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_YUNGAY_U2_DIE_Diesel,0.0,0.033295533,False,False,off,0.0,SEN,0.0,500.0
YUNGAY_U3_DIE,Concepcion500,True,54.16,0.0,0.235255477,22.7,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_YUNGAY_U3_DIE_Diesel,0.88,0.02140894,False,False,off,0.0,SEN,0.0,500.0
YUNGAY_U4_DIE,Concepcion500,True,36.6,0.0,0.265866491,57.8,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_YUNGAY_U4_DIE_Diesel,0.58,0.171346292,False,False,off,0.0,SEN,0.0,500.0
CHORRILLOS,Polpaico500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CHORRILLOS_Diesel,0.0,0.001320036,False,False,off,0.0,SEN,0.0,500.0
MIMBRE,AltoJahuel500,True,2.985,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_MIMBRE_Diesel,0.0,0.000229572,False,False,off,0.0,SEN,0.0,500.0
AMPLIACION_CENTRAL_QUELLON,NuevaPuertoMontt500,True,8.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_AMPLIACION_CENTRAL_QUELLON_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
COPIULEMU,Concepcion500,True,0.95,0.0,1.356509042,19.665,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_COPIULEMU_Biogas,0.91,0.148431105,False,False,off,0.0,SEN,0.0,500.0
ZAPALLAR,Ancoa500,True,0.4975,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_ZAPALLAR_Diesel,0.0,0.000229572,False,False,off,0.0,SEN,0.0,500.0
LLANOS_BLANCOS,NuevaPandeAzucar500,True,150.0,0.0,0.205128522,45.24,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_LLANOS_BLANCOS_Diesel,0.81,0.0,False,False,off,0.0,SEN,0.0,500.0
CENTRAL_DE_RESPALDO_MAITENCILLO,NuevaMaitencillo500,True,67.84,0.0,0.218392727,42.54,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CENTRAL_DE_RESPALDO_MAITENCILLO_Diesel,0.74,0.008901,False,False,off,0.0,SEN,0.0,500.0
YUMBEL,Concepcion500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_YUMBEL_Diesel,0.0,0.000918286,False,False,off,0.0,SEN,0.0,500.0
GAMI,Pichirropulli500,True,2.868,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_GAMI_Diesel,0.72,0.000928721,False,False,off,0.0,SEN,0.0,500.0
PICOLTUE,Concepcion500,True,5.97,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PICOLTUE_Diesel,0.0,0.000918286,False,False,off,0.0,SEN,0.0,500.0
TREBAL_MAPOCHO_AMPL,Polpaico500,True,4.5,0.0,1.356509042,19.665,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TREBAL_MAPOCHO_AMPL_Biogas,0.0,0.025703512,False,False,off,0.0,SEN,0.0,500.0
CALFUCO,NuevaPuertoMontt500,True,0.4893,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CALFUCO_Diesel,0.0,0.001278296,False,False,off,0.0,SEN,0.0,500.0
RIO_AZUL,NuevaPuertoMontt500,True,2.9898,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RIO_AZUL_Diesel,0.91,0.001252208,False,False,off,0.0,SEN,0.0,500.0
CENTRAL_DE_RESPALDO_CIRUELILLO,NuevaPuertoMontt500,True,2.955,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CENTRAL_DE_RESPALDO_CIRUELILLO_Diesel,0.99,0.001653958,False,False,off,0.0,SEN,0.0,500.0
MAPA,Concepcion500,True,166.0,0.0,1.480093926,2.68110879,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_MAPA_Biomasa,0.74,0.0,False,False,off,0.0,SEN,0.0,500.0
CALAFATE,NuevaPuertoMontt500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CALAFATE_Diesel,0.74,0.001873095,False,False,off,0.0,SEN,0.0,500.0
ALERCE,NuevaPuertoMontt500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_ALERCE_Diesel,0.76,0.001836572,False,False,off,0.0,SEN,0.0,500.0
DONA_JAVIERA,Polpaico500,True,1.9,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_DONA_JAVIERA_Diesel,0.88,0.001721786,False,False,off,0.0,SEN,0.0,500.0
CHUYACA_AMP,Pichirropulli500,True,5.0,0.0,0.248163636,21.6319321,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CHUYACA_AMP_Diesel,0.66,0.406633042,False,False,off,0.0,SEN,0.0,500.0
AROMOS,Concepcion500,True,2.991,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_AROMOS_Diesel,0.8,0.002629637,False,False,off,0.0,SEN,0.0,500.0
BOLDOS,Concepcion500,True,2.991,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_BOLDOS_Diesel,0.74,0.002634855,False,False,off,0.0,SEN,0.0,500.0
EL_FARO,Quillota500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_EL_FARO_Diesel,0.74,0.003328787,False,False,off,0.0,SEN,0.0,500.0
ETERSOL,Polpaico500,True,0.73,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_ETERSOL_Diesel,0.75,0.767578143,False,False,off,0.0,SEN,0.0,500.0
AGGREKO_01,Polpaico500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_AGGREKO_01_Diesel,0.0,0.006015817,False,False,off,0.0,SEN,0.0,500.0
DEUCO_II,RioMalleco500,True,2.879923463,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_DEUCO_II_Diesel,0.0,0.003104433,False,False,off,0.0,SEN,0.0,500.0
BLUEGATE,NuevaPuertoMontt500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_BLUEGATE_Diesel,1.14,0.003360092,False,False,off,0.0,SEN,0.0,500.0
DON_PEDRO,Concepcion500,True,2.88,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_DON_PEDRO_Diesel,0.0,0.00452882,False,False,off,0.0,SEN,0.0,500.0
CHILLAN,Concepcion500,True,2.9,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CHILLAN_Diesel,0.69,0.003944456,False,False,off,0.0,SEN,0.0,500.0
RAPACO,Pichirropulli500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_RAPACO_Diesel,0.75,0.00344879,False,False,off,0.0,SEN,0.0,500.0
ALDEA,Pichirropulli500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_ALDEA_Diesel,0.0,0.003433138,False,False,off,0.0,SEN,0.0,500.0
LOS_NEGROS,Pichirropulli500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_LOS_NEGROS_Diesel,0.0,0.00342792,False,False,off,0.0,SEN,0.0,500.0
TAMBORES,Pichirropulli500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_TAMBORES_Diesel,0.76,0.00336531,False,False,off,0.0,SEN,0.0,500.0
CHIFIN,NuevaPuertoMontt500,True,2.99,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CHIFIN_Diesel,0.76,0.003360092,False,False,off,0.0,SEN,0.0,500.0
DREAMS_VALDIVIA_II,Pichirropulli500,True,1.6,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_DREAMS_VALDIVIA_II_Diesel,1.12,0.05434,False,False,off,0.0,SEN,0.0,500.0
EL_ATAJO,Concepcion500,True,2.4,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_EL_ATAJO_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
CAMPING,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CAMPING_Diesel,0.0,0.004763609,False,False,off,0.0,SEN,0.0,500.0
PINARES_DIE,Ancoa500,True,8.6,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PINARES_DIE_Diesel,0.0,0.004017501,False,False,off,0.0,SEN,0.0,500.0
DAGOBERTO_DIE,Mulchen500,True,2.88001029,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_DAGOBERTO_DIE_Diesel,0.0,0.005227969,False,False,off,0.0,SEN,0.0,500.0
LAS_QUEMAS_DIE,Pichirropulli500,True,9.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_LAS_QUEMAS_DIE_Diesel,0.0,0.004617518,False,False,off,0.0,SEN,0.0,500.0
LAGUNITAS_DIE,NuevaPuertoMontt500,True,2.5,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_LAGUNITAS_DIE_Diesel,0.0,0.006381044,False,False,off,0.0,SEN,0.0,500.0
EGIDO_DIE,Quillota500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_EGIDO_DIE_Diesel,0.84,0.006328869,False,False,off,0.0,SEN,0.0,500.0
HOLLEY_DIE,AltoJahuel500,True,0.8,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_HOLLEY_DIE_Diesel,0.93,0.05434,False,False,off,0.0,SEN,0.0,500.0
BELLET_DIE,AltoJahuel500,True,0.5,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_BELLET_DIE_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
CEREZO_DIE,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CEREZO_DIE_Diesel,0.74,0.005003615,False,False,off,0.0,SEN,0.0,500.0
JARDIN_DIE,NuevaPuertoMontt500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_JARDIN_DIE_Diesel,0.0,0.009522,False,False,off,0.0,SEN,0.0,500.0
CAMPING_C_DIE,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CAMPING_C_DIE_Diesel,0.5,0.0,False,False,off,0.0,SEN,0.0,500.0
EXEQUIEL_FERNANDEZ_DIE,AltoJahuel500,True,0.5,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_EXEQUIEL_FERNANDEZ_DIE_Diesel,0.7,0.05434,False,False,off,0.0,SEN,0.0,500.0
PMGD_COYA_DIE,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PMGD_COYA_DIE_Diesel,0.71,0.009522,False,False,off,0.0,SEN,0.0,500.0
LAS_DALIAS_DIE,NuevaPuertoMontt500,True,3.000067,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_LAS_DALIAS_DIE_Diesel,0.85,0.009522,False,False,off,0.0,SEN,0.0,500.0
BERLIOZ_DIE,Polpaico500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_BERLIOZ_DIE_Diesel,1.0,0.007168892,False,False,off,0.0,SEN,0.0,500.0
LA_GLORIA-21_BIOMASA,NuevaCharrua500,True,3.1,0.0,1.480093926,2.68110879,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_LA_GLORIA-21_BIOMASA_Biomasa,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
CMPC_LAJA_BL4,Concepcion500,True,11.49818609,0.0,1.0572,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CMPC_LAJA_BL4_Biomasa,0.74,0.006197172,False,False,off,0.0,SEN,0.0,500.0
CMPC_LAJA_BL5,Concepcion500,True,3.0,0.0,0.617790476,0.0,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_CMPC_LAJA_BL5_fuel_oil,0.65,0.0,False,False,off,0.0,SEN,0.0,500.0
Las Mercedes,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_Las Mercedes_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
Chocalan 1,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_Chocalan 1_Diesel,0.73,0.05434,False,False,off,0.0,SEN,0.0,500.0
Los Arrayanes,Polpaico500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_Los Arrayanes_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
MAYOR POWER_DIE,AltoJahuel500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_MAYOR POWER_DIE_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
DO�A LUZMA_DIE,AltoJahuel500,True,40.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_DO�A LUZMA_DIE_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
AGGREKO RM QUILICURA_DIE,Polpaico500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_AGGREKO RM QUILICURA_DIE_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
PMGD_ANDES 1_GN,Polpaico500,True,3.0,0.0,0.247836038,4.088721769,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PMGD_ANDES 1_GN_GN,0.92,0.0,False,False,off,0.0,SEN,0.0,500.0
PMGD_LAS MERCEDES I_DIE,Quillota500,True,2.9,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PMGD_LAS MERCEDES I_DIE_Diesel,0.0,0.0,False,False,off,0.0,SEN,0.0,500.0
PMGD_COLACO PARGUA_DIE,NuevaPuertoMontt500,True,3.0,0.0,0.241463722,22.54208196,100.0,100.0,0,0,0.0,0.0,False,False,Fuel_PMGD_COLACO PARGUA_DIE_Diesel,0.0,0.05434,False,False,off,0.0,SEN,0.0,500.0
