name,stage,block,hm3
afl_a_chacayes,136,1,1.3929514427015999
afl_a_chacayes,137,13,1.6030743256656
afl_a_chacayes,138,13,2.0839770084276
afl_a_chacayes,139,1,2.0581833409632
afl_a_chacayes,140,1,1.8936325395756
afl_a_chacayes,141,13,2.0626574191092
afl_a_chacayes,142,1,3.1838763356028
afl_a_chacayes,143,13,4.0176053776152
afl_a_chacayes,144,13,4.5588240507096
afl_a_chacayes,145,13,3.537519984738
afl_a_chacayes,146,1,2.5146093605508
afl_a_chacayes,147,1,1.8032122618775999
afl_a_chacayes,148,1,1.2355227384732
afl_a_chacayes,149,13,1.2848029808472
afl_a_chacayes,150,13,1.749476622366
afl_a_chacayes,151,1,1.8617162037228001
afl_a_chacayes,152,1,1.6624609406568
afl_a_chacayes,153,13,1.7606664878328
afl_a_chacayes,154,1,2.9833134085944
afl_a_chacayes,155,13,3.9281284858248
afl_a_chacayes,156,13,4.3150194858384
afl_a_chacayes,157,13,3.49266244806
afl_a_chacayes,158,1,2.3213740209228
afl_a_chacayes,159,1,1.6417111190868
afl_a_chacayes,160,1,1.1865834228024
afl_a_chacayes,161,13,1.2085194822012
afl_a_chacayes,162,13,1.8332511661512
afl_a_chacayes,163,1,1.8340310941164
afl_a_chacayes,164,1,1.7421863970492
afl_a_chacayes,165,13,1.9432070061228002
afl_a_chacayes,166,1,2.896456514634
afl_a_chacayes,167,13,4.0152982852692
afl_a_chacayes,168,13,4.7475946526976
afl_a_chacayes,169,13,3.665540265408
afl_a_chacayes,170,1,2.5738932304512
afl_a_chacayes,171,1,1.833083037954
afl_a_chacayes,172,1,1.2460027293144
afl_a_chacayes,173,13,1.1267297850852
afl_a_chacayes,174,13,1.5215695124256001
afl_a_chacayes,175,1,1.6642776591612
afl_a_chacayes,176,1,1.6027520800104
afl_a_chacayes,177,13,1.808816535054
afl_a_chacayes,178,1,2.9389322352888
afl_a_chacayes,179,13,3.9598299912132
afl_a_chacayes,180,13,4.3497005964192
afl_a_chacayes,181,13,3.207148079868
afl_a_chacayes,182,1,2.2547859148655998
afl_a_chacayes,183,1,1.5900584011056
afl_a_chacayes,184,1,1.1240630851284
afl_a_chacayes,185,13,1.3017045346416
afl_a_chacayes,186,13,1.8619310342628
afl_a_chacayes,187,1,1.9758518974908
afl_a_chacayes,188,1,1.8430539740136
afl_a_chacayes,189,13,2.0019584701692
afl_a_chacayes,190,1,3.0223518417
afl_a_chacayes,191,13,4.3684422200244
afl_a_chacayes,192,13,5.0357944016784
afl_a_chacayes,193,13,3.6909789955128
afl_a_chacayes,194,1,2.6820323520876
afl_a_chacayes,195,1,1.8896721865452
afl_a_chacayes,196,1,1.30156442784
afl_a_chacayes,197,13,1.203316848504
afl_a_chacayes,198,13,2.0172254444424
afl_a_chacayes,199,1,2.0743563393792
afl_a_chacayes,200,1,1.8757969401492
afl_a_chacayes,201,13,1.9777713611364
afl_a_chacayes,202,1,3.03337824912
afl_a_chacayes,203,13,4.107792144024
afl_a_chacayes,204,13,5.0056854440039995
afl_abanico,1,13,0.2704435434
afl_abanico,2,1,0.2702473938396
afl_abanico,3,1,0.2777524496928
afl_abanico,4,1,0.301126939146
afl_abanico,5,13,0.261934388604
afl_abanico,6,13,0.2665672544556
afl_abanico,7,1,0.2639472567264
afl_abanico,8,1,0.26886967668
afl_abanico,9,13,0.2923702622892
afl_abanico,10,1,0.300421734768
afl_abanico,11,13,0.2995250510592
afl_abanico,12,13,0.2999453715324
afl_abanico,13,13,0.2703174472656
afl_abanico,14,1,0.2738061073368
afl_abanico,15,1,0.255779028558
afl_abanico,16,1,0.25621802994959997
afl_abanico,17,13,0.2671276817592
afl_abanico,18,13,0.2814792913692
afl_abanico,19,1,0.2835762235956
afl_abanico,20,1,0.29625122145960003
afl_abanico,21,13,0.296148476448
afl_abanico,22,1,0.29577952845
afl_abanico,23,13,0.2888255594772
afl_abanico,24,13,0.307758662424
afl_abanico,25,13,0.2850006430296
afl_abanico,26,1,0.2944765349316
afl_abanico,27,1,0.2938787458128
afl_abanico,28,1,0.2627563486788
afl_abanico,29,13,0.2525752523772
afl_abanico,30,13,0.2800922337432
afl_abanico,31,1,0.2972366395056
afl_abanico,32,1,0.2555828789904
afl_abanico,33,13,0.2937619901412
afl_abanico,34,1,0.2944298326788
afl_abanico,35,13,0.2912774289948
afl_abanico,36,13,0.2722929535728
afl_abanico,37,13,0.2802089894364
afl_abanico,38,1,0.2807040335652
afl_abanico,39,1,0.2822311980216
afl_abanico,40,1,0.2856684855816
afl_abanico,41,13,0.26408736356400003
afl_abanico,42,13,0.2562974238132
afl_abanico,43,1,0.26992981836359997
afl_abanico,44,1,0.2812551204456
afl_abanico,45,13,0.305825188176
afl_abanico,46,1,0.3093465398256
afl_abanico,47,13,0.2800408612572
afl_abanico,48,13,0.2776263535476
afl_abanico,49,13,0.2717091750996
afl_abanico,50,1,0.2858879862828
afl_abanico,51,1,0.2853228887388
afl_abanico,52,1,0.2675386618056
afl_abanico,53,13,0.27253580540760003
afl_abanico,54,13,0.2782428235884
afl_abanico,55,1,0.2933416696212
afl_abanico,56,1,0.2954759636736
afl_abanico,57,13,0.2928419552844
afl_abanico,58,1,0.2768277446388
afl_abanico,59,13,0.282936402396
afl_abanico,60,13,0.2704622243256
afl_abanico,61,13,0.2732970525048
afl_abanico,62,1,0.2775329489952
afl_abanico,63,1,0.2748475680876
afl_abanico,64,1,0.2598981693552
afl_abanico,65,13,0.2502448087716
afl_abanico,66,13,0.2776870665216
afl_abanico,67,1,0.303107115672
afl_abanico,68,1,0.2943504388152
afl_abanico,69,13,0.2849259193812
afl_abanico,70,1,0.27823815338040003
afl_abanico,71,13,0.2938553946828
afl_abanico,72,13,0.3052367394804
afl_abanico,73,13,0.27444125829239996
afl_abanico,74,1,0.28026970242120003
afl_abanico,75,1,0.2630412325656
afl_abanico,76,1,0.2543919709356
afl_abanico,77,13,0.2616635153988
afl_abanico,78,13,0.2861028167616
afl_abanico,79,1,0.2923235600112
afl_abanico,80,1,0.2735165532132
afl_abanico,81,13,0.3018648351312
afl_abanico,82,1,0.2946166417908
afl_abanico,83,13,0.307777343346
afl_abanico,84,13,0.2832306267456
afl_abanico,85,13,0.2878074498528
afl_abanico,86,1,0.28385643726
afl_abanico,87,1,0.2717465369184
afl_abanico,88,1,0.2669969153988
afl_abanico,89,13,0.26957021085
afl_abanico,90,13,0.286751978406
afl_abanico,91,1,0.296162487144
afl_abanico,92,1,0.273848139378
afl_abanico,93,13,0.2865184670196
afl_abanico,94,1,0.2701586595312
afl_abanico,95,13,0.2797653178224
afl_abanico,96,13,0.29988932881679997
afl_abanico,97,13,0.2892131883684
afl_abanico,98,1,0.2838984693192
afl_abanico,99,1,0.2846877377904
afl_abanico,100,1,0.2725404756264
afl_abanico,101,13,0.2840946188616
afl_abanico,102,13,0.264970036584
afl_abanico,103,1,0.2806526610936
afl_abanico,104,1,0.265927433274
afl_abanico,105,13,0.2745813651264
afl_abanico,106,1,0.2762579768508
afl_abanico,107,13,0.28880687857320003
afl_abanico,108,13,0.3076325662896
afl_abanico,109,13,0.265002728184
afl_abanico,110,1,0.2992308267132
afl_abanico,111,1,0.2809001831292
afl_abanico,112,1,0.2584971010368
afl_abanico,113,13,0.2541164275188
afl_abanico,114,13,0.2851173987228
afl_abanico,115,1,0.2953778888844
afl_abanico,116,1,0.2729327747436
afl_abanico,117,13,0.2884005687528
afl_abanico,118,1,0.280503213804
afl_abanico,119,13,0.3063482536788
afl_abanico,120,13,0.286663244076
afl_abanico,121,13,0.2749830046956
afl_abanico,122,1,0.2760384761388
afl_abanico,123,1,0.2600289357228
afl_abanico,124,1,0.2711814393816
afl_abanico,125,13,0.2596880091096
afl_abanico,126,13,0.27277398700919997
afl_abanico,127,1,0.2875459171104
afl_abanico,128,1,0.2826608589792
afl_abanico,129,13,0.3042746725932
afl_abanico,130,1,0.2949388875072
afl_abanico,131,13,0.2909598535188
afl_abanico,132,13,0.298035248436
afl_abanico,133,13,0.2917911540492
afl_abanico,134,1,0.295508655252
afl_abanico,135,1,0.2919032394984
afl_abanico,136,1,0.2761645723092
afl_abanico,137,13,0.262354709106
afl_abanico,138,13,0.2739695652756
afl_abanico,139,1,0.2886480908352
afl_abanico,140,1,0.2840058845316
afl_abanico,141,13,0.2834688083616
afl_abanico,142,1,0.2918098349568
afl_abanico,143,13,0.2665439032968
afl_abanico,144,13,0.2670622985736
afl_abanico,145,13,0.2882277703404
afl_abanico,146,1,0.3102338830788
afl_abanico,147,1,0.3091176986652
afl_abanico,148,1,0.2666513185272
afl_abanico,149,13,0.2582542492056
afl_abanico,150,13,0.2647131740712
afl_abanico,151,1,0.29153429153279997
afl_abanico,152,1,0.29529849501
afl_abanico,153,13,0.2771733414528
afl_abanico,154,1,0.2653296441192
afl_abanico,155,13,0.2745440033148
afl_abanico,156,13,0.27205944220080003
afl_abanico,157,13,0.2974841615736
afl_abanico,158,1,0.2845055989152
afl_abanico,159,1,0.25825424922
afl_abanico,160,1,0.2699671801932
afl_abanico,161,13,0.26956554060960003
afl_abanico,162,13,0.2870742240972
afl_abanico,163,1,0.2966154992172
afl_abanico,164,1,0.2850333346188
afl_abanico,165,13,0.2792515927824
afl_abanico,166,1,0.2755761236208
afl_abanico,167,13,0.282291910992
afl_abanico,168,13,0.2875085552736
afl_abanico,169,13,0.2648672915868
afl_abanico,170,1,0.269831743596
afl_abanico,171,1,0.2986657291548
afl_abanico,172,1,0.2626302525192
afl_abanico,173,13,0.2640359910564
afl_abanico,174,13,0.27056029910400003
afl_abanico,175,1,0.278214802254
afl_abanico,176,1,0.279882073512
afl_abanico,177,13,0.2860747953912
afl_abanico,178,1,0.2866725845316
afl_abanico,179,13,0.2996791685568
afl_abanico,180,13,0.3119618673108
afl_abanico,181,13,0.2794570827912
afl_abanico,182,1,0.29143154653200004
afl_abanico,183,1,0.301206333024
afl_abanico,184,1,0.277290097164
afl_abanico,185,13,0.2816100577584
afl_abanico,186,13,0.2690191239768
afl_abanico,187,1,0.2750203665288
afl_abanico,188,1,0.2754827190612
afl_abanico,189,13,0.3053908569996
afl_abanico,190,1,0.2889656663112
afl_abanico,191,13,0.2678375563812
afl_abanico,192,13,0.2605146393852
afl_abanico,193,13,0.2832119458164
afl_abanico,194,1,0.28069002288
afl_abanico,195,1,0.2590575283728
afl_abanico,196,1,0.3001695424704
afl_abanico,197,13,0.2773694910348
afl_abanico,198,13,0.268080408216
afl_abanico,199,1,0.2780560144908
afl_abanico,200,1,0.274062969846
afl_abanico,201,13,0.2755854640764
afl_abanico,202,1,0.2854349742096
afl_abanico,203,13,0.2788219318392
afl_abanico,204,13,0.312667071696
afl_aillin,1,13,0.0956275815888
afl_aillin,2,1,0.051764803401599994
afl_aillin,3,1,0.1113942701736
afl_aillin,4,1,0.1608239597436
afl_aillin,5,13,0.2276268962004
afl_aillin,6,13,0.245672655876
afl_aillin,7,1,0.24455180124
afl_aillin,8,1,0.2300367336768
afl_aillin,9,13,0.2188095063804
afl_aillin,10,1,0.1955517726276
afl_aillin,11,13,0.1708556087628
afl_aillin,12,13,0.1826432633772
afl_aillin,13,13,0.12252809291759999
afl_aillin,14,1,0.0711369077364
afl_aillin,15,1,0.1008955984032
afl_aillin,16,1,0.18591242276519998
afl_aillin,17,13,0.2160634125564
afl_aillin,18,13,0.2313817592868
afl_aillin,19,1,0.2324092093704
afl_aillin,20,1,0.22329292497839998
afl_aillin,21,13,0.2202852983508
afl_aillin,22,1,0.21669856351199998
afl_aillin,23,13,0.1736017026336
afl_aillin,24,13,0.14165734543199998
afl_aillin,25,13,0.09110680121880001
afl_aillin,26,1,0.056491073784
afl_aillin,27,1,0.12051055457280001
afl_aillin,28,1,0.18172789875360001
afl_aillin,29,13,0.22762689618960003
afl_aillin,30,13,0.23386632034320004
afl_aillin,31,1,0.23848050527640002
afl_aillin,32,1,0.23293227481200002
afl_aillin,33,13,0.21718426714560002
afl_aillin,34,1,0.1894431148596
afl_aillin,35,13,0.18626736003480002
afl_aillin,36,13,0.1572559058124
afl_aillin,37,13,0.1222478792568
afl_aillin,38,1,0.08587614624119999
afl_aillin,39,1,0.124508269458
afl_aillin,40,1,0.1645414609464
afl_aillin,41,13,0.215708475204
afl_aillin,42,13,0.2263192324596
afl_aillin,43,1,0.2272719589056
afl_aillin,44,1,0.2347630040592
afl_aillin,45,13,0.2047988234052
afl_aillin,46,1,0.19555177261679998
afl_aillin,47,13,0.1770389901684
afl_aillin,48,13,0.1559669229828
afl_aillin,49,13,0.11128218469920001
afl_aillin,50,1,0.06691502193479999
afl_aillin,51,1,0.1140843213072
afl_aillin,52,1,0.1901903512788
afl_aillin,53,13,0.2144755351188
afl_aillin,54,13,0.2291587308792
afl_aillin,55,1,0.2330069984712
afl_aillin,56,1,0.2276082152964
afl_aillin,57,13,0.2188468682064
afl_aillin,58,1,0.2063306580804
afl_aillin,59,13,0.1800652977144
afl_aillin,60,13,0.1434693937608
afl_aillin,61,13,0.0885288355452
afl_aillin,62,1,0.0675688538052
afl_aillin,63,1,0.12110834371319999
afl_aillin,64,1,0.1719391015692
afl_aillin,65,13,0.2081053445688
afl_aillin,66,13,0.2286169844472
afl_aillin,67,1,0.2372475651624
afl_aillin,68,1,0.2401617872232
afl_aillin,69,13,0.2296070727192
afl_aillin,70,1,0.2140832359728
afl_aillin,71,13,0.1892376248184
afl_aillin,72,13,0.1379772060228
afl_aillin,73,13,0.1022219430624
afl_aillin,74,1,0.0732478506516
afl_aillin,75,1,0.1019977721244
afl_aillin,76,1,0.1985407183404
afl_aillin,77,13,0.2055834216684
afl_aillin,78,13,0.2252357396748
afl_aillin,79,1,0.2325960184716
afl_aillin,80,1,0.24389796940560002
afl_aillin,81,13,0.2287103890464
afl_aillin,82,1,0.2148117915276
afl_aillin,83,13,0.1748533236444
afl_aillin,84,13,0.1317377818692
afl_aillin,85,13,0.0967671171504
afl_aillin,86,1,0.0561921792336
afl_aillin,87,1,0.09024747933959999
afl_aillin,88,1,0.1904332031136
afl_aillin,89,13,0.23059716100560002
afl_aillin,90,13,0.2308586937588
afl_aillin,91,1,0.2397694881348
afl_aillin,92,1,0.2247873977916
afl_aillin,93,13,0.2194259764428
afl_aillin,94,1,0.18989145670319998
afl_aillin,95,13,0.1901343085452
afl_aillin,96,13,0.1765346055984
afl_aillin,97,13,0.1183622498532
afl_aillin,98,1,0.0867915108648
afl_aillin,99,1,0.1263950414244
afl_aillin,100,1,0.1715281215336
afl_aillin,101,13,0.2152414524528
afl_aillin,102,13,0.2229193067364
afl_aillin,103,1,0.22921477362
afl_aillin,104,1,0.2323718475156
afl_aillin,105,13,0.2138964268896
afl_aillin,106,1,0.1910870349912
afl_aillin,107,13,0.16362609633
afl_aillin,108,13,0.1628601790104
afl_aillin,109,13,0.1145700249768
afl_aillin,110,1,0.064467822636
afl_aillin,111,1,0.10474386600239999
afl_aillin,112,1,0.1783840157424
afl_aillin,113,13,0.2100294783648
afl_aillin,114,13,0.2348377276968
afl_aillin,115,1,0.2336234685084
afl_aillin,116,1,0.2290653263088
afl_aillin,117,13,0.2248808023332
afl_aillin,118,1,0.2077130454552
afl_aillin,119,13,0.1733214889512
afl_aillin,120,13,0.1585822504572
afl_aillin,121,13,0.102688965828
afl_aillin,122,1,0.0558185610132
afl_aillin,123,1,0.1067987661624
afl_aillin,124,1,0.1872387674028
afl_aillin,125,13,0.220621554738
afl_aillin,126,13,0.2319608675052
afl_aillin,127,1,0.2358091351008
afl_aillin,128,1,0.24389796940560002
afl_aillin,129,13,0.229532349114
afl_aillin,130,1,0.2169787771584
afl_aillin,131,13,0.1797664031424
afl_aillin,132,13,0.1223786456424
afl_aillin,133,13,0.09927035916480001
afl_aillin,134,1,0.0478231312572
afl_aillin,135,1,0.0893507956056
afl_aillin,136,1,0.1896672857616
afl_aillin,137,13,0.2345761949436
afl_aillin,138,13,0.2405167245252
afl_aillin,139,1,0.243580393872
afl_aillin,140,1,0.2406661718112
afl_aillin,141,13,0.21563375157
afl_aillin,142,1,0.1946177270928
afl_aillin,143,13,0.1860805509192
afl_aillin,144,13,0.152137336302
afl_aillin,145,13,0.12424673670120001
afl_aillin,146,1,0.0658128481992
afl_aillin,147,1,0.1239665230512
afl_aillin,148,1,0.1849410153864
afl_aillin,149,13,0.21197229309720003
afl_aillin,150,13,0.22779502440840002
afl_aillin,151,1,0.23119495015320002
afl_aillin,152,1,0.21208437856440002
afl_aillin,153,13,0.21279425315040001
afl_aillin,154,1,0.1986528037896
afl_aillin,155,13,0.1777862266056
afl_aillin,156,13,0.1617019625376
afl_aillin,157,13,0.1067053616028
afl_aillin,158,1,0.0801971493948
afl_aillin,159,1,0.1000175955984
afl_aillin,160,1,0.1845487162548
afl_aillin,161,13,0.2043691624152
afl_aillin,162,13,0.21965014732319998
afl_aillin,163,1,0.2309894600796
afl_aillin,164,1,0.2285983035216
afl_aillin,165,13,0.2253291441624
afl_aillin,166,1,0.2024823904416
afl_aillin,167,13,0.182419092432
afl_aillin,168,13,0.1684644521796
afl_aillin,169,13,0.10635042430080001
afl_aillin,170,1,0.0806641721676
afl_aillin,171,1,0.1370992032144
afl_aillin,172,1,0.1811487905136
afl_aillin,173,13,0.20973058379640003
afl_aillin,174,13,0.22710383069400003
afl_aillin,175,1,0.23302567937520002
afl_aillin,176,1,0.23283887026680003
afl_aillin,177,13,0.21783809901960002
afl_aillin,178,1,0.19289908330920003
afl_aillin,179,13,0.1708742896524
afl_aillin,180,13,0.1449825475104
afl_aillin,181,13,0.1095635409264
afl_aillin,182,1,0.0719962296228
afl_aillin,183,1,0.118997400816
afl_aillin,184,1,0.1758247309944
afl_aillin,185,13,0.2134480850424
afl_aillin,186,13,0.2311015456008
afl_aillin,187,1,0.2281312808136
afl_aillin,188,1,0.2225456885304
afl_aillin,189,13,0.2006142994188
afl_aillin,190,1,0.1966726272852
afl_aillin,191,13,0.1829234770524
afl_aillin,192,13,0.1821949215192
afl_aillin,193,13,0.1090217945304
afl_aillin,194,1,0.0655699963788
afl_aillin,195,1,0.1066119570576
afl_aillin,196,1,0.1556493474852
afl_aillin,197,13,0.2307092464512
afl_aillin,198,13,0.2311949501352
afl_aillin,199,1,0.233754234894
afl_aillin,200,1,0.2320916338368
afl_aillin,201,13,0.2078251309224
afl_aillin,202,1,0.194767174368
afl_aillin,203,13,0.1896859666764
afl_aillin,204,13,0.177636779316
afl_alfalfal,1,13,1.3834054973376
afl_alfalfal,2,1,1.2610828944576
afl_alfalfal,3,1,0.982302994674
afl_alfalfal,4,1,0.613803351276
afl_alfalfal,5,13,0.555065898012
afl_alfalfal,6,13,0.45818669540879997
afl_alfalfal,7,1,0.39048707521799997
afl_alfalfal,8,1,0.3837432664692
afl_alfalfal,9,13,0.4715435464992
afl_alfalfal,10,1,0.8267657325912
afl_alfalfal,11,13,1.4523147064583999
afl_alfalfal,12,13,1.7411075744292
afl_alfalfal,13,13,1.6485389919144
afl_alfalfal,14,1,1.36710640287
afl_alfalfal,15,1,1.0273753618344
afl_alfalfal,16,1,0.6683796317592
afl_alfalfal,17,13,0.5313644926236
afl_alfalfal,18,13,0.4495327635384
afl_alfalfal,19,1,0.3846119288112
afl_alfalfal,20,1,0.3618772605612
afl_alfalfal,21,13,0.4259948161248
afl_alfalfal,22,1,0.7526352089736
afl_alfalfal,23,13,1.3134641679108001
afl_alfalfal,24,13,1.5889795785684
afl_alfalfal,25,13,1.730800382004
afl_alfalfal,26,1,1.4423391002016
afl_alfalfal,27,1,1.0824700374468
afl_alfalfal,28,1,0.6815963760228
afl_alfalfal,29,13,0.5219773350156
afl_alfalfal,30,13,0.4226882949504
afl_alfalfal,31,1,0.3649129085376
afl_alfalfal,32,1,0.3712270563324
afl_alfalfal,33,13,0.4189521128112
afl_alfalfal,34,1,0.77021394588
afl_alfalfal,35,13,1.346496688188
afl_alfalfal,36,13,1.3662143892648
afl_alfalfal,37,13,1.5931267406604
afl_alfalfal,38,1,1.3440821804856
afl_alfalfal,39,1,1.0041129578304
afl_alfalfal,40,1,0.6514360457868
afl_alfalfal,41,13,0.539457997158
afl_alfalfal,42,13,0.4379179073292
afl_alfalfal,43,1,0.3926493906264
afl_alfalfal,44,1,0.3833416269036
afl_alfalfal,45,13,0.4412244285288
afl_alfalfal,46,1,0.8402626905696
afl_alfalfal,47,13,1.3820511313188
afl_alfalfal,48,13,1.5102862423812
afl_alfalfal,49,13,1.6676448932844
afl_alfalfal,50,1,1.4344744367916
afl_alfalfal,51,1,1.0542338411256
afl_alfalfal,52,1,0.6803307443124
afl_alfalfal,53,13,0.5210619703992
afl_alfalfal,54,13,0.4400755525188
afl_alfalfal,55,1,0.386554743522
afl_alfalfal,56,1,0.3870311067396
afl_alfalfal,57,13,0.468171642132
afl_alfalfal,58,1,0.8201059879752
afl_alfalfal,59,13,1.236783699972
afl_alfalfal,60,13,1.4233873164264
afl_alfalfal,61,13,1.5333011244036
afl_alfalfal,62,1,1.4607911695644
afl_alfalfal,63,1,1.1653619083272
afl_alfalfal,64,1,0.7006882666859999
afl_alfalfal,65,13,0.545683410648
afl_alfalfal,66,13,0.4442367253572
afl_alfalfal,67,1,0.3909120659352
afl_alfalfal,68,1,0.3836451916872
afl_alfalfal,69,13,0.4493132628444
afl_alfalfal,70,1,0.7730300931696
afl_alfalfal,71,13,1.2879693950472
afl_alfalfal,72,13,1.3848392573352
afl_alfalfal,73,13,1.474077967398
afl_alfalfal,74,1,1.3897103047308
afl_alfalfal,75,1,1.0715650559388
afl_alfalfal,76,1,0.649567954746
afl_alfalfal,77,13,0.5162983381836
afl_alfalfal,78,13,0.4241173846104
afl_alfalfal,79,1,0.36394617141360003
afl_alfalfal,80,1,0.3696765407604
afl_alfalfal,81,13,0.452708518356
afl_alfalfal,82,1,0.8681626306151999
afl_alfalfal,83,13,1.3765963055184
