time,scenario,L_NuevaCharrua500,L_Cumbre500,L_Pichirropulli500,L_Polpaico500,L_Ancud500,L_AltoJahuel500,L_NuevaCardones500,L_Ancoa500,L_RioMalleco500,L_NuevaPandeAzucar500,L_NuevaMaitencillo500,L_NuevaPuertoMontt500,L_Parinas500,L_NuevaZaldivar220,L_Kimal500,L_LosChangos500,L_Lagunas220,L_Kimal220,L_LosChangos220,L_Parinacota220,L_NuevaPozoAlmonte220,L_Quillota500,L_Rapel500,L_Concepcion500,L_Mulchen500,L_Candelaria500
2024-06-09-09:00,demanda_2024,0,46.75000406,95.95196617,1443.200829,0,1212.602738,262.6097199,493.0819378,0,337.4672059,162.9218626,211.2455297,1.474384277,1443.31745,0,0,374.5161132,672.7322464,0,31.6342316,68.08389034,627.986279,0,516.1352697,184.1780892,0
2024-06-09-10:00,demanda_2024,0,48.19374675,105.7523991,1532.098966,0,1311.527936,267.4817519,542.3945424,0,336.513147,155.9050991,232.3483412,1.515584646,1460.837342,0,0,384.4277257,665.8276241,0,34.67085088,70.12757487,667.1284756,0,565.4013209,206.1585672,0
2024-06-09-11:00,demanda_2024,0,47.79999875,115.2266813,1575.949796,0,1358.320383,281.9898469,573.4905945,0,368.7230033,156.67325,250.3937589,1.515584646,1461.387483,0,0,391.2561126,661.8225684,0,37.05120445,69.04734161,679.7143184,0,596.5000199,221.6708318,0
2024-06-09-12:00,demanda_2024,0,47.54759618,122.3622238,1585.760896,0,1389.66225,277.129815,599.4995383,0,432.3753205,160.2628785,262.4602731,1.585408823,1466.719624,0,0,396.6735316,674.7980119,0,39.18684879,71.70413149,690.4539375,0,619.2131768,229.0320022,0
2024-06-09-13:00,demanda_2024,0,47.88076756,127.9067869,1610.264716,0,1424.192744,273.0017879,598.058681,0,449.9009666,166.5705796,269.8659604,1.585408823,1467.904545,0,0,400.9761122,698.7159234,0,40.4326413,73.54344757,700.2254148,0,640.9108661,238.1561903,0
2024-06-09-14:00,demanda_2024,0,47.55769229,128.3522611,1599.78359,0,1416.683485,276.4338105,584.3117265,0,449.9424475,167.3239585,272.1624029,1.424290994,1471.713216,0,0,397.9277251,704.5572151,0,40.27691724,73.86459804,693.5497396,0,635.381327,244.0863401,0
2024-06-09-15:00,demanda_2024,0,47.14375207,129.21139,1577.947911,0,1389.835075,287.4498826,575.7547987,0,438.1411544,161.8878133,273.7794245,1.424290994,1460.921978,0,0,391.8832094,683.0189157,0,39.59840524,73.16390617,691.8723777,0,619.5701772,243.6513098,0
2024-06-09-16:00,demanda_2024,0,44.65506271,130.8103243,1566.988194,0,1381.962883,288.1698874,569.2562385,0,424.1828587,162.3457494,273.1543573,1.476508317,1485.805303,0,0,394.618048,675.4116521,0,38.66406084,73.0763197,673.6578037,0,612.0255694,245.116675,0
2024-06-09-17:00,demanda_2024,0,46.00289246,134.9309609,1611.07832,0,1437.336107,289.9098988,572.8436789,0,427.4598434,162.523015,278.19566,1.476508317,1494.142063,0,0,390.5070804,681.8993738,0,37.87431737,71.93769543,693.606027,0,638.5546635,264.1549745,0
2024-06-09-18:00,demanda_2024,0,46.66923522,135.3207508,1786.852549,0,1630.286905,296.3899412,600.7051535,0,498.0809383,168.4023242,286.2535912,1.761124324,1512.38137,0,0,411.0793374,692.6357336,0,45.27121048,73.63103404,771.6427558,0,699.9666607,280.2510954,0
2024-06-09-19:00,demanda_2024,0,47.91105589,134.3582083,1822.950218,0,1681.270365,292.6459167,602.9693578,0,514.0303134,162.1093952,287.1096615,1.761124324,1485.29748,0,0,412.4380471,686.9396544,0,52.89056655,75.17839518,792.9193597,0,706.7972679,281.6477717,0
2024-06-09-20:00,demanda_2024,0,47.78990264,130.6273617,1814.515065,0,1673.78703,286.7178778,588.5460826,0,511.2925793,161.7696362,282.6390723,1.737164163,1456.732439,0,0,406.2541765,670.8444833,0,51.33332589,73.71862057,784.7351846,0,696.0634567,274.6872869,0
2024-06-09-21:00,demanda_2024,0,50.14229461,123.0065705,1793.289589,0,1639.602188,286.3578755,568.5652151,0,493.9950777,160.4549163,274.6898484,1.737164163,1467.14281,0,0,405.0174024,664.1084949,0,49.70934635,73.16390617,781.5943526,0,685.4407123,263.9031149,0
2024-06-09-22:00,demanda_2024,0,52.39877358,119.800747,1759.38147,0,1586.216455,288.0138863,548.9372106,0,470.7035977,162.7002806,265.8030238,1.795064797,1493.761196,0,0,409.4941763,678.7093821,0,48.78612511,74.82804931,742.4296411,0,661.2519538,250.8178615,0
2024-06-09-23:00,demanda_2024,0,51.7122386,110.6367058,1629.516008,0,1455.975315,280.0698343,511.8865953,0,437.0833936,163.5570644,255.3807079,1.795064797,1493.084098,0,0,402.3174024,694.1487546,0,45.54928917,73.8354025,693.7186015,0,610.6134345,227.8070485,0
2024-06-10-00:00,demanda_2024,0,49.86969982,101.3135667,1486.644857,0,1285.690555,272.7497863,470.4104899,0,397.8425384,155.8460106,240.2839767,2.023194478,1443.31745,0,0,379.7941775,672.6432451,0,41.43372458,70.62389825,635.1235101,0,569.9629923,195.0538466,0
2024-06-10-01:00,demanda_2024,0,49.88484399,94.00301643,1392.829206,0,1163.572203,265.7897407,436.8885047,0,368.204493,155.1960367,226.0976695,2.023194478,1426.64393,0,0,364.8832104,666.5490025,0,37.88544052,68.2590633,593.4146121,0,534.4930221,176.0269953,0
2024-06-10-02:00,demanda_2024,0,50.40984131,90.27216979,1320.980847,0,1086.492123,265.9457418,418.1132524,0,349.932192,157.0573255,215.9607104,2.027501972,1420.296143,0,0,352.0974044,663.7946485,0,35.33823973,67.17883004,568.8620868,0,507.3927273,163.3996685,0
2024-06-10-03:00,demanda_2024,0,50.97522308,89.00734119,1302.088497,0,1053.188689,267.4217514,411.8205289,0,345.6389273,153.0097608,212.495664,2.027501972,1409.67418,0,0,351.870953,672.8306162,0,34.08132406,66.53652919,555.0154081,0,493.4617795,158.0762715,0
2024-06-10-04:00,demanda_2024,0,49.80407514,89.484635,1309.410927,0,1044.063514,266.4017448,410.3796716,0,342.9219336,152.8472674,211.6395938,2.022458753,1391.434872,0,0,352.1845012,664.3380244,0,34.3260333,67.06204807,549.071468,0,484.4971035,155.8667755,0
2024-06-10-05:00,demanda_2024,0,48.23917921,92.61886436,1364.843642,0,1095.064257,264.2297305,415.7608325,0,345.9707738,158.4163618,215.1589938,2.022458753,1361.007814,0,0,348.0386951,651.6951645,0,34.73758977,67.76273991,573.590221,0,493.1603125,161.0756909,0
2024-06-10-06:00,demanda_2024,0,47.58798058,102.6658991,1521.904993,0,1249.397243,259.0096963,467.3229387,0,366.6904431,154.9596825,230.6090238,1.967018207,1337.01318,0,0,351.4006304,628.0629939,0,38.38598216,57.95305416,609.9518243,0,528.2018823,180.4917799,0
2024-06-10-07:00,demanda_2024,0,46.49255344,118.5279635,1717.026233,0,1456.243194,249.8176362,538.1013758,0,400.45583,154.4131136,260.3812454,1.967018207,1325.544845,0,0,338.7715987,604.2621893,0,39.97659226,45.36979656,664.1339906,0,595.0799518,215.0881365,0
2024-06-10-08:00,demanda_2024,0,47.87067148,134.4695769,1898.555511,0,1616.625065,259.3096983,606.3803668,0,423.9754545,157.7368436,290.3029395,1.997722088,1338.748242,0,0,355.2851464,613.8181116,0,44.04766426,48.37693237,722.1662089,0,663.1718225,253.3250098,0
2024-06-10-09:00,demanda_2024,0,48.48653376,147.5553822,2083.506709,0,1778.017964,270.2057697,669.8810046,0,468.2354888,166.0240107,319.0560298,1.997722088,1353.729018,0,0,379.4806292,620.8117352,0,48.48580012,51.23809071,802.251796,0,736.3092985,287.200132,0
2024-06-10-10:00,demanda_2024,0,49.38003885,153.3147276,2163.574856,0,1856.636189,268.9577616,692.9053155,0,490.0958807,157.0130091,334.2614683,2.02051356,1389.488218,0,0,388.8348223,621.5705878,0,50.45459724,60.81421251,826.894381,0,765.0597284,300.812001,0
2024-06-10-11:00,demanda_2024,0,48.86008954,157.5785523,2196.71723,0,1891.235813,279.9858338,707.2256723,0,497.9772364,153.4381528,338.8407647,2.02051356,1393.254571,0,0,392.4057899,627.913097,0,51.93397586,70.88665769,832.7820338,0,766.6622634,310.4513565,0
2024-06-10-12:00,demanda_2024,0,48.87018565,158.453591,2189.693917,0,1890.337121,285.6018705,690.5381928,0,497.251322,156.5255288,338.88153,2.027319465,1378.69698,0,0,398.6941767,643.0386231,0,53.48009336,68.14228132,841.697944,0,770.6924009,308.344894,0
2024-06-10-13:00,demanda_2024,0,49.39518301,154.8579776,2175.061021,0,1876.891313,285.5418702,681.084405,0,496.9194754,166.5558075,337.5498651,2.027319465,1400.702641,0,0,397.4225639,658.0564108,0,54.60353127,65.36870946,826.016299,0,778.9827428,298.6139531,0
2024-06-10-14:00,demanda_2024,0,50.05647771,152.662426,2172.404846,0,1876.709847,286.5018764,699.1392285,0,491.3610456,162.6116478,337.903164,1.97786726,1410.266639,0,0,399.3038541,641.1414915,0,54.83711737,69.68964246,834.6958024,0,784.4091485,301.8423359,0
2024-06-10-15:00,demanda_2024,0,49.22859731,155.4466399,2166.099419,0,1869.589445,289.0338929,698.065937,0,487.586291,158.106147,337.0063285,1.97786726,1429.733186,0,0,410.2780473,640.607484,0,54.64802386,69.83561993,820.1399037,0,792.9374907,299.9190441,0
2024-06-10-16:00,demanda_2024,0,47.45673126,154.9534364,2142.27759,0,1867.221738,295.0099321,688.1857729,0,471.3050694,160.5287769,334.383764,1.947172645,1452.881449,0,0,407.4909506,662.2535218,0,53.19089154,71.76252249,792.0412776,0,792.572557,299.1405688,0
2024-06-10-17:00,demanda_2024,0,45.65962494,149.5202418,2083.506709,0,1817.335718,280.9698401,633.4478997,0,451.3527953,152.6700018,317.5205386,1.947172645,1437.477486,0,0,402.439338,661.8600426,0,50.51021298,71.90849996,764.1903158,0,740.6726364,300.2166963,0
2024-06-10-18:00,demanda_2024,0,48.60263892,137.9856413,2127.537011,0,1845.411187,286.6458774,603.4986523,0,496.9194754,153.9404053,283.576673,2.016233356,1449.792192,0,0,416.6709502,648.1679049,0,55.09294976,75.64552311,818.5075716,0,681.2201746,286.1583489,0
2024-06-10-19:00,demanda_2024,0,48.68340776,134.4775317,2138.783881,0,1858.554551,282.6498512,598.0292758,0,510.462963,158.4015897,279.6496206,2.016233356,1435.149964,0,0,410.2780473,656.6792338,0,58.99717455,78.21472653,848.880205,0,673.7945669,284.0976791,0
2024-06-10-20:00,demanda_2024,0,47.70408578,129.60118,2096.201315,0,1819.617012,276.5298111,579.2540235,0,505.8171111,158.9777029,272.9233542,1.987090546,1420.973241,0,0,409.4593376,633.0798531,0,57.31757927,76.31701945,839.9305225,0,657.0393495,274.8819058,0
2024-06-10-21:00,demanda_2024,0,49.11754017,124.1361658,2029.354224,0,1750.167168,277.2018155,561.1844973,0,488.0010992,156.3630352,265.8981426,1.987090546,1409.335631,0,0,406.1670797,632.8877977,0,54.40331461,73.10551517,799.7638968,0,636.5792615,263.7886332,0
2024-06-10-22:00,demanda_2024,0,51.48002822,116.1971787,1971.325157,0,1670.840359,285.7578715,535.2049587,0,460.9970859,164.0002284,258.2750407,2.077864432,1454.404918,0,0,407.1774021,669.7389942,0,52.91281284,75.87908705,769.0422821,0,611.2877686,248.4824358,0
2024-06-10-23:00,demanda_2024,0,51.2326737,121.3599068,1841.603273,0,1573.038527,288.3378884,534.2345855,0,435.9841518,166.7330731,269.1729512,2.077864432,1436.504158,0,0,397.6490155,679.1309669,0,50.75492223,75.64552311,731.4986452,0,626.3055842,243.8573768,0
2024-06-11-00:00,demanda_2024,0,48.02211302,111.6549326,1642.258474,0,1412.881328,282.6258511,522.1490276,0,406.6364721,157.441401,261.2916693,2.023194478,1378.358431,0,0,376.5019196,646.3738273,0,45.99421507,72.17125936,674.8961246,0,604.5047615,219.9421587,0
2024-06-11-01:00,demanda_2024,0,48.41081297,100.9078669,1538.954771,0,1281.931604,279.0498276,489.1416343,0,383.3449921,159.7163096,246.1677613,2.023194478,1346.153993,0,0,363.4199847,649.6575045,0,41.7896653,69.5728605,649.5218045,0,562.5373846,194.9737094,0
2024-06-11-02:00,demanda_2024,0,49.55167257,96.27811694,1473.890427,0,1205.223098,274.8257999,468.3815276,0,365.2386144,151.370054,237.1994061,2.027501972,1339.721569,0,0,355.9122431,652.7772322,0,39.07561731,69.04734161,605.0998581,0,536.5239575,180.4116427,0
2024-06-11-03:00,demanda_2024,0,49.65768166,93.49390303,1446.120229,0,1182.029944,270.2057697,458.0896901,0,359.244636,159.1254242,231.3563867,2.027501972,1353.09424,0,0,349.467082,637.9187098,0,37.25142111,67.67515343,588.6414481,0,517.1031374,173.8174992,0
2024-06-11-04:00,demanda_2024,0,49.12763628,95.29170972,1473.830604,0,1166.199148,268.5257586,454.0464682,0,354.2047165,166.2160484,230.5546702,2.022458753,1358.849566,0,0,348.5090176,651.9293782,0,36.98446556,67.85032639,584.4536721,0,516.6668036,171.4935216,0
2024-06-11-05:00,demanda_2024,0,48.05240132,96.80314012,1508.169454,0,1201.662897,264.4217318,457.5162877,0,355.2624773,168.6091341,234.6176068,2.022458753,1334.854932,0,0,349.4322434,652.3743844,0,36.8064952,68.20067231,604.3343506,0,521.0380748,175.8209282,0
2024-06-11-06:00,demanda_2024,0,46.98726247,104.8694056,1643.084041,0,1342.740183,263.4257253,488.7446635,0,355.4906218,166.1274156,251.5895397,1.967018207,1320.297341,0,0,329.1909538,645.80703,0,39.50942006,67.93791287,645.0075621,0,554.8658433,197.4579613,0
2024-06-11-07:00,demanda_2024,0,44.78631207,122.0440279,1815.209021,0,1542.457091,259.105697,542.3945424,0,406.0142598,166.2012763,284.2832708,1.967018207,1289.235504,0,0,308.827729,622.3575461,0,41.73404957,66.59492018,692.1763293,0,619.6574439,235.4200787,0
2024-06-11-08:00,demanda_2024,0,45.93221973,137.6356258,1994.010334,0,1686.990883,267.7817537,603.2487077,0,434.8226889,170.4408786,315.9578706,1.997722088,1335.108844,0,0,320.7948251,643.207257,0,45.36019566,69.36849204,754.8353646,0,675.888969,278.0644958,0
2024-06-11-09:00,demanda_2024,0,47.90600783,151.2941838,2149.755563,0,1817.093763,274.1897957,656.060537,0,478.2738471,196.5432389,345.6621501,1.997722088,1378.231476,0,0,331.9606311,664.9844545,0,49.07532695,73.3390791,842.1707574,0,741.3073037,308.4937202,0
2024-06-11-10:00,demanda_2024,0,46.51779368,156.6716941,2197.39922,0,1861.622199,274.5377981,673.2037978,0,501.5238463,210.369956,357.2938349,2.02051356,1367.905743,0,0,324.9754702,670.8538518,0,51.74488235,74.53609438,857.5709659,0,773.1041367,319.6556817,0
2024-06-11-11:00,demanda_2024,0,46.36635214,160.2434428,2225.62408,0,1897.509371,277.5138176,686.6125919,0,516.1250948,209.6756658,364.4549307,2.02051356,1382.759564,0,0,327.7103088,684.1478261,0,53.52458596,73.19310163,871.5077043,0,784.655082,323.5709543,0
2024-06-11-12:00,demanda_2024,0,46.27043916,160.688917,2208.921281,0,1893.188738,280.333836,686.4067552,0,521.0198314,214.3141157,364.563638,2.027319465,1381.786236,0,0,332.0303086,704.4354239,0,56.49446636,73.10551517,889.1481477,0,791.295289,319.0718252,0
2024-06-11-13:00,demanda_2024,0,46.61370669,160.4661799,2177.645409,0,1884.703017,280.2618355,675.982594,0,521.4138993,229.1010216,359.5495121,2.027319465,1397.74034,0,0,333.4412763,698.7580818,0,57.75138202,73.66022957,903.5014122,0,784.9644824,309.9934299,0
2024-06-11-14:00,demanda_2024,0,45.97765219,160.0127508,2193.654252,0,1887.805231,285.4938698,695.1107092,0,517.0791537,245.0401539,358.4624388,1.97786726,1405.569278,0,0,334.2948247,693.2493737,0,57.38431816,73.10551517,912.676244,0,792.9295574,314.5269034,0
2024-06-11-15:00,demanda_2024,0,45.49303927,162.8208293,2193.235486,0,1899.34996,291.1339068,707.6373458,0,512.2051573,244.5526735,357.4840728,1.97786726,1290.54738,0,0,336.228373,688.9070502,0,56.67243671,71.90849996,907.4415241,0,798.63363,317.9613531,0
2024-06-11-16:00,demanda_2024,0,43.98871996,164.3481695,2195.676295,0,1910.678658,291.3019078,699.0363101,0,505.3400818,199.7487919,357.0084782,1.947172645,1334.347109,0,0,333.7722439,682.5458038,0,50.45459724,73.36827464,882.8777413,0,790.0576877,316.8623293,0
2024-06-11-17:00,demanda_2024,0,39.44547366,160.8718796,2161.708354,0,1853.7068,278.9898272,647.3418803,0,500.1342389,195.7159994,336.3133192,1.947172645,1306.501484,0,0,335.2180504,693.4789032,0,48.5747853,73.68942504,849.3642758,0,738.2053671,304.6127919,0
2024-06-11-18:00,demanda_2024,0,44.28150693,142.4165189,2178.913672,0,1852.33284,278.2098221,579.0334841,0,518.6346843,185.1391516,290.9959487,2.016233356,1308.70205,0,0,344.0670823,682.1570089,0,53.82491094,76.55058338,885.4219278,0,682.576776,285.7920076,0
2024-06-11-19:00,demanda_2024,0,45.05890683,137.9458667,2173.768827,0,1875.534635,275.1138018,577.195656,0,523.7575656,178.2257931,287.7890824,2.016233356,1305.866706,0,0,337.3083729,669.7015201,0,58.35203199,78.59426793,879.51176,0,675.8969024,283.6283043,0
2024-06-11-20:00,demanda_2024,0,46.96202223,132.369484,2135.050878,0,1848.435629,270.2177698,560.8463369,0,510.7325883,194.4160516,283.6310267,1.987090546,1304.427874,0,0,331.8909537,654.4214129,0,57.15073206,76.43380138,846.9214065,0,657.9992838,274.6300461,0
2024-06-11-21:00,demanda_2024,0,47.58798058,127.9624712,2076.650904,0,1788.707208,269.6057657,540.3655801,0,487.3166657,233.8871929,275.5866839,1.987090546,1282.337576,0,0,326.6477281,655.8969597,0,54.6813933,74.44850784,834.9659816,0,636.1746611,263.6627034,0
2024-06-11-22:00,demanda_2024,0,49.68292193,118.647287,2006.130632,0,1698.380069,282.9978535,520.4729284,0,465.7051589,255.0113441,264.7974809,2.077864432,1361.896504,0,0,332.291599,678.4657998,0,52.8794434,76.17104198,793.4484604,0,611.9621027,247.7840976,0
2024-06-11-23:00,demanda_2024,0,50.16753485,122.9031568,1901.989396,0,1591.297518,287.521883,522.6342142,0,436.9796915,252.5887142,280.2610993,2.077864432,1372.983972,0,0,322.0141799,699.2499308,0,49.42014451,74.24413944,732.2416377,0,633.754992,243.3422093,0
2024-06-12-00:00,demanda_2024,0,48.75912851,113.0231749,1718.545757,0,1422.853348,271.8017802,506.1672742,0,405.6824133,244.7447112,274.4588453,2.023194478,1318.054457,0,0,301.4941809,669.7062043,0,45.2044716,70.39033431,683.0915572,0,615.7304398,218.7973422,0
2024-06-12-01:00,demanda_2024,0,49.15287652,101.7590409,1581.62109,0,1278.155371,264.9977356,477.5412631,0,380.6279984,243.1640929,255.7883605,2.023194478,1289.870283,0,0,286.6877298,663.396485,0,41.15564589,65.10595002,627.8624469,0,570.9467266,194.0807525,0
2024-06-12-02:00,demanda_2024,0,48.6379753,95.41103317,1497.305455,0,1200.306219,261.8897153,458.0014743,0,370.6726018,241.9084615,245.9639349,2.027501972,1284.876691,0,0,278.4657947,657.2881896,0,38.37485901,66.56572469,608.4770967,0,540.9190288,180.2170238,0
2024-06-12-03:00,demanda_2024,0,48.67331165,92.65863885,1481.3684,0,1165.576976,262.933722,448.3418496,0,361.0490516,221.4195121,240.392684,2.027501972,1305.697431,0,0,274.494182,653.2269226,0,38.1857655,67.32480751,600.0227425,0,521.0142748,174.5387338,0
2024-06-12-04:00,demanda_2024,0,49.71321023,92.46772132,1475.110832,0,1156.287617,262.5377195,439.5496798,0,345.5974464,202.4225481,237.7429427,2.022458753,1300.873114,0,0,276.9677302,643.7084745,0,38.25250439,67.64595793,586.0409744,0,521.6330755,171.3904881,0
2024-06-12-05:00,demanda_2024,0,49.13773239,95.20420585,1510.909382,0,1196.996614,257.7136878,440.093677,0,301.0885273,227.6533524,240.6916293,2.022458753,1296.260389,0,0,271.393537,635.5718877,0,39.22021823,68.84297316,594.6641905,0,528.6937494,175.3286572,0
2024-06-12-06:00,demanda_2024,0,45.96250802,103.1988772,1663.00536,0,1359.340052,249.3976334,472.1895076,0,306.0040044,236.0882408,256.9297875,1.967018207,1267.102888,0,0,278.5528915,623.1913472,0,42.7017634,69.28090556,642.9924763,0,548.868237,194.6989534,0
2024-06-12-07:00,demanda_2024,0,42.68632267,120.6201014,1831.959679,0,1549.793525,247.0456179,529.662069,0,335.1027992,235.5121277,285.465463,1.967018207,1235.110042,0,0,275.6961174,609.2041001,0,44.94863921,67.61676244,683.0352698,0,608.2492988,230.5202638,0
2024-06-12-08:00,demanda_2024,0,43.110359,137.7629042,2026.291245,0,1706.952203,252.7816556,589.5017533,0,367.5615402,231.5827401,318.4581393,1.997722088,1280.983382,0,0,286.6180524,617.0502618,0,48.90847973,60.72662603,742.3620963,0,671.7477647,275.7748626,0
2024-06-12-09:00,demanda_2024,0,43.64545243,149.1861361,2185.637865,0,1837.893286,261.0137095,634.3153545,0,422.523626,232.2918024,345.0370829,1.997722088,1323.936739,0,0,310.4825676,640.8557507,0,54.06962019,60.14271616,806.3044825,0,726.6782218,303.0100488,0
2024-06-12-10:00,demanda_2024,0,42.57526553,154.2772701,2213.647359,0,1859.012537,260.773708,652.8994726,0,417.8362933,232.8826878,358.1906705,2.02051356,1350.809036,0,0,317.4154704,649.0953915,0,56.11627933,59.44202433,814.4098553,0,766.0434627,316.083854,0
2024-06-12-11:00,demanda_2024,0,42.46420843,159.3445394,2239.933928,0,1889.308811,261.8177147,648.2240379,0,398.4854911,236.2359622,369.1429346,2.02051356,1331.257853,0,0,322.501922,647.4231051,0,56.7169293,60.75582152,853.3831899,0,783.8300145,329.3293816,0
2024-06-12-12:00,demanda_2024,0,43.13559924,163.4015368,2247.45976,0,1918.576774,264.0617295,632.8891999,0,400.0825027,238.8063134,373.8717037,2.027319465,1277.724851,0,0,324.4354703,629.0092175,0,57.09511632,61.77766378,843.7017723,0,802.3861004,320.8004982,0
2024-06-12-13:00,demanda_2024,0,41.90387472,165.8277803,2251.288482,0,1929.853625,256.7776818,641.9166116,0,406.4912893,243.4152191,372.3090357,2.027319465,1259.27395,0,0,321.8225671,638.2231877,0,57.42881075,60.08432518,844.0507536,0,810.0655752,316.0609577,0
2024-06-12-14:00,demanda_2024,0,42.86300449,167.8324143,2231.53467,0,1924.202237,268.6697596,657.9130678,0,400.6424937,240.7266908,377.07857,1.97786726,1301.338618,0,0,328.1806313,651.5358991,0,56.89489966,64.3468672,826.2977356,0,826.1305919,322.506275,0
2024-06-12-15:00,demanda_2024,0,41.83825004,169.6859053,2205.654902,0,1906.599982,274.4537975,673.1302847,0,389.6915574,241.849373,379.3206588,1.97786726,1321.22835,0,0,334.8174053,656.904079,0,57.1841015,65.1935365,843.9044066,0,822.3463879,325.3683163,0
2024-06-12-16:00,demanda_2024,0,40.1067684,170.0756953,2157.855702,0,1884.884483,269.9297678,690.6999218,0,380.2339306,240.3573874,380.1359639,1.947172645,1296.556619,0,0,343.4748243,648.6363325,0,56.89489966,62.12800971,837.3413061,0,802.0767001,324.7844599,0
2024-06-12-17:00,demanda_2024,0,42.74185124,166.4721271,2137.838665,0,1841.40164,258.5056931,644.5042736,0,355.6772855,235.2462292,361.2752412,1.947172645,1260.839738,0,0,333.3367601,644.0925851,0,53.63581743,63.0038745,817.0778739,0,752.9137825,321.5904217,0
2024-06-12-18:00,demanda_2024,0,46.32596773,141.5255704,2140.470912,0,1846.836995,266.7017468,591.4572024,0,403.4009682,243.7402061,304.9240761,2.016233356,1268.160852,0,0,344.7464372,645.9147684,0,54.32545258,69.19331908,848.6775707,0,685.8373794,286.3186232,0
2024-06-12-19:00,demanda_2024,0,49.5415765,136.4901207,2137.802771,0,1851.78844,264.8777348,575.7695013,0,420.3666233,240.0471727,297.2330321,2.016233356,1278.571223,0,0,342.8128889,642.2422962,0,57.45105705,72.08367289,846.6737424,0,664.6712241,283.1703777,0
2024-06-12-20:00,demanda_2024,0,50.00094918,132.7672289,2089.142108,0,1820.749018,260.5457064,549.8046654,0,412.9415566,235.334862,288.3190305,1.987090546,1262.278569,0,0,338.3012762,636.8975377,0,55.71584603,75.82069605,832.1403585,0,637.4915958,272.8784768,0
2024-06-12-21:00,demanda_2024,0,50.19277513,127.0635679,2041.618098,0,1764.52895,264.2417306,528.4270485,0,400.1447239,235.0837357,279.1060839,1.987090546,1269.515047,0,0,338.0748245,645.6946074,0,53.44672392,74.76965831,815.1978776,0,620.7601784,258.1675838,0
2024-06-12-22:00,demanda_2024,0,52.04540998,119.0768514,1966.838374,0,1684.85649,272.9057874,510.8574115,0,380.4413347,249.2058956,266.5911519,2.077864432,1312.849271,0,0,353.6303077,667.3640665,0,51.11086294,74.47770338,774.7723305,0,599.7288898,242.6553194,0
2024-06-12-23:00,demanda_2024,0,51.64661392,124.2952637,1869.074352,0,1587.858295,276.6138117,520.5170363,0,357.8550286,259.974781,284.8403958,2.077864432,1311.664352,0,0,371.1367585,672.2216603,0,50.61032131,70.33194332,727.8849998,0,612.3270364,240.5030643,0
2024-06-13-00:00,demanda_2024,0,49.72330634,112.784528,1672.11054,0,1413.944203,266.7257469,503.6384226,0,331.9087761,254.0806997,275.8312754,2.023194478,1241.161599,0,0,363.6986944,643.9098983,0,46.87294373,70.30274783,646.1445658,0,580.6016033,217.0228765,0
2024-06-13-01:00,demanda_2024,0,48.6379753,103.5648025,1503.778388,0,1269.375847,261.9137154,479.0850387,0,309.0113638,255.4397359,259.0495805,2.023194478,1205.10617,0,0,353.5257915,634.0588667,0,43.92530963,70.09837937,611.2802049,0,542.5612305,194.939365,0
2024-06-13-02:00,demanda_2024,0,48.05744937,95.98378574,1408.323566,0,1171.06418,258.5056931,457.2957483,0,287.0265296,252.5443978,246.0182887,2.027501972,1199.054613,0,0,347.394179,621.87975,0,41.43372458,68.05469484,574.6484224,0,511.7481318,179.118,0
2024-06-13-03:00,demanda_2024,0,48.01706497,92.06997649,1357.389599,0,1118.361106,248.5936282,441.1081582,0,272.9230509,249.3831612,237.1586408,2.027501972,1189.702207,0,0,334.5386955,625.9972283,0,39.29808025,66.65331116,551.6831993,0,484.6319703,170.8524244,0
2024-06-13-04:00,demanda_2024,0,47.45168321,92.30862339,1336.618782,0,1103.325306,245.3536069,433.1981458,0,266.1201966,245.601495,231.5194478,2.022458753,1176.921996,0,0,330.8980506,623.1726101,0,38.91989324,66.59492018,537.2286177,0,478.2218303,165.9068168,0
2024-06-13-05:00,demanda_2024,0,45.89183533,93.40639915,1330.504792,0,1131.651372,239.3415675,423.0239293,0,262.8432118,243.6515733,230.8536153,2.022458753,1148.187681,0,0,329.9922441,602.6554828,0,38.68630714,64.95997255,538.9960392,0,476.7144954,165.7808869,0
2024-06-13-06:00,demanda_2024,0,43.28199273,97.01792234,1383.759921,0,1210.63253,225.9734799,428.3462795,0,272.4875023,227.9192508,233.0277621,1.967018207,1087.545158,0,0,318.0774059,565.5138612,0,39.19797193,61.25214491,555.4319342,0,485.1159041,177.1947081,0
2024-06-13-07:00,demanda_2024,0,40.14715284,103.4932084,1436.345024,0,1287.764458,207.9493619,445.3572168,0,281.6755038,208.1098196,242.9880717,1.967018207,1011.329397,0,0,290.2935362,524.3250255,0,37.34040629,56.72684345,572.3856725,0,500.4986535,195.1339837,0
2024-06-13-08:00,demanda_2024,0,39.41013731,111.47197,1500.260749,0,1349.972922,199.3213054,463.9707402,0,285.6784028,202.7032187,258.0304492,1.997722088,988.3504088,0,0,291.7393426,508.9652856,0,38.95326268,50.74176733,566.9933481,0,519.2610063,218.4310009,0
2024-06-13-09:00,demanda_2024,0,39.14763863,118.7029712,1626.24963,0,1475.374954,204.5893399,511.2690851,0,313.8231388,212.9550794,276.8775835,1.997722088,1029.357111,0,0,308.8103097,507.6349513,0,43.28016708,49.31118815,612.2483466,0,574.3739302,240.9266464,0
