time,scenario,L_NuevaCharrua500,L_Cumbre500,L_Pichirropulli500,L_Polpaico500,L_Ancud500,L_AltoJahuel500,L_NuevaCardones500,L_Ancoa500,L_RioMalleco500,L_NuevaPandeAzucar500,L_NuevaMaitencillo500,L_NuevaPuertoMontt500,L_Parinas500,L_NuevaZaldivar220,L_Kimal500,L_LosChangos500,L_Lagunas220,L_Kimal220,L_LosChangos220,L_Parinacota220,L_NuevaPozoAlmonte220,L_Quillota500,L_Rapel500,L_Concepcion500,L_Mulchen500,L_Candelaria500
2024-04-10-22:00,demanda_2024,0,54.47352271,108.7991246,1737.844908,0,1521.553871,277.3938168,483.3782053,0,431.0894151,266.385887,252.0107805,1.970890898,1316.404031,0,0,387.7896611,568.7881699,0,54.52566924,66.39055173,726.9956603,0,571.3989271,238.133294,0
2024-04-10-23:00,demanda_2024,0,54.00405392,112.9595357,1629.707445,0,1461.445236,282.5298504,476.8061318,0,407.0097994,268.6755677,247.3771303,1.970890898,1323.048048,0,0,387.6328869,573.5239726,0,50.81053796,65.45629594,677.5303707,0,542.1645634,236.4847581,0
2024-04-11-00:00,demanda_2024,0,52.43915798,109.8173514,1473.99811,0,1375.248621,277.4778174,490.8618414,0,378.6161786,258.1725807,249.6192191,1.97912661,1252.672252,0,0,370.6141779,554.3980751,0,44.95976236,59.93834771,633.9414765,0,550.4549054,218.2592784,0
2024-04-11-01:00,demanda_2024,0,51.15695295,102.904546,1405.164869,0,1293.640518,273.6017919,509.1077992,0,362.8119864,251.9978288,248.5049689,1.97912661,1215.558858,0,0,355.5986947,546.9453926,0,40.93318295,58.01144515,615.9745667,0,549.5901712,201.4304748,0
2024-04-11-02:00,demanda_2024,0,51.20238541,98.98278188,1352.807098,0,1220.397159,274.381797,496.4047311,0,349.475903,244.6265341,237.8244733,1.996376852,1202.694011,0,0,348.5438563,534.9630155,0,38.8865238,57.25236233,591.9961719,0,523.7116109,186.0441402,0
2024-04-11-03:00,demanda_2024,0,50.97522308,97.87705121,1303.021748,0,1183.02369,272.557785,483.5105288,0,342.4449042,245.8083048,231.1933258,1.996376852,1262.447844,0,0,351.2438562,538.8697013,0,37.32928314,57.04799387,578.6110492,0,502.5137222,176.5765071,0
2024-04-11-04:00,demanda_2024,0,51.31344255,98.29866074,1282.885064,0,1162.958674,272.8817873,476.9678607,0,341.4701049,248.703643,230.0383103,2.013016452,1271.461701,0,0,345.1819209,533.4499944,0,37.07345075,56.96040739,570.1454376,0,505.2665918,173.6686731,0
2024-04-11-05:00,demanda_2024,0,50.43508159,99.03846615,1282.179144,0,1166.112735,262.9937225,474.5125223,0,356.9009697,243.9470159,230.9215575,2.013016452,1266.72202,0,0,337.7961147,525.7818352,0,37.19580537,57.3983398,563.875031,0,503.2832563,171.5736588,0
2024-04-11-06:00,demanda_2024,0,49.10744406,103.3897947,1281.401434,0,1168.463159,253.5016603,470.7045425,0,359.4520401,231.5088794,235.1339667,1.969868857,1235.956413,0,0,339.2419212,510.4127268,0,38.35261272,54.56637695,569.0647211,0,503.7751235,174.7333525,0
2024-04-11-07:00,demanda_2024,0,45.59904835,106.3251517,1306.37188,0,1208.593191,233.4975292,470.292869,0,362.2105146,217.6821622,237.6478238,1.969868857,1165.072794,0,0,309.6986966,474.3391201,0,37.46276092,50.36222591,578.6448216,0,504.7033245,181.6823891,0
2024-04-11-08:00,demanda_2024,0,44.82669648,112.0765421,1387.098088,0,1289.0088,231.3135149,509.6959041,0,374.7377221,214.2845715,252.0787227,1.980413262,1154.112282,0,0,310.900632,467.6452902,0,39.60952839,44.63990923,599.594959,0,536.3652907,205.3228512,0
2024-04-11-09:00,demanda_2024,0,44.96299385,119.4745962,1519.224889,0,1395.546952,232.225521,557.6411646,0,403.9402188,208.7745656,270.7627959,1.980413262,1136.592391,0,0,327.1528895,480.845579,0,44.54820589,44.93186416,642.5196628,0,580.2366696,226.6393356,0
2024-04-11-10:00,demanda_2024,0,44.33198745,124.6532341,1620.697983,0,1487.550495,223.2014618,591.5013102,0,429.4301824,212.6005482,291.1725982,1.901859385,1180.307482,0,0,345.8612758,482.6068666,0,47.37348537,47.50106757,706.7885154,0,616.1588403,241.934085,0
2024-04-11-11:00,demanda_2024,0,44.86708088,126.976064,1694.616246,0,1553.93269,218.4494308,604.5425386,0,442.932189,218.0071492,298.3608707,1.901859385,1204.259798,0,0,352.1148238,477.1637383,0,49.26442045,49.74912056,718.5525635,0,627.3845186,251.126962,0
2024-04-11-12:00,demanda_2024,0,45.39207824,128.4715846,1743.587992,0,1600.344923,220.0694413,607.1743085,0,458.3008326,220.4740955,304.9104877,1.866171159,1175.864032,0,0,359.1870817,472.8869947,0,50.82166111,51.96797804,736.1479772,0,633.6121918,252.0199189,0
2024-04-11-13:00,demanda_2024,0,46.41683265,127.8829222,1775.0553,0,1636.8197,220.945447,607.0860928,0,467.3021704,225.2454947,309.3539,1.866171159,1180.476757,0,0,362.2006299,500.2853229,0,51.77825179,52.37671495,742.7561075,0,633.4376582,252.237434,0
2024-04-11-14:00,demanda_2024,0,46.06346905,126.7374171,1761.762456,0,1637.061655,221.8694531,604.1308652,0,465.5184952,223.1035354,305.6034969,1.83315376,1211.200045,0,0,351.7664368,511.7664825,0,50.97738517,52.90223383,737.7127644,0,628.4555198,250.8178615,0
2024-04-11-15:00,demanda_2024,0,43.22141614,123.2213527,1756.653505,0,1617.195388,218.2094291,605.7775592,0,451.3527953,216.4560751,298.0483372,1.83315376,1228.254432,0,0,360.2496622,494.3784513,0,50.10977966,59.90915221,736.6883353,0,618.2215091,250.4171757,0
2024-04-11-16:00,demanda_2024,0,41.89882666,121.8292457,1729.553333,0,1593.405987,216.8054199,593.7949197,0,438.120414,217.3571753,291.1318329,1.76672898,1201.466772,0,0,365.5625653,488.6308451,0,50.20988799,60.58064856,713.0701794,0,610.3754343,247.5780306,0
2024-04-11-17:00,demanda_2024,0,43.02959016,118.2177225,1727.686831,0,1582.673536,208.1773634,569.9325591,0,430.6953473,228.5692247,278.5761356,1.76672898,1261.262924,0,0,365.4406298,519.57517,0,49.85394727,61.19375392,690.881721,0,615.0085058,237.5494375,0
2024-04-11-18:00,demanda_2024,0,48.92066617,114.7334777,1777.149132,0,1603.352082,221.4374503,545.7173357,0,447.3084155,251.2887664,265.4361365,1.985428063,1401.083509,0,0,396.4819188,596.2848679,0,52.55687212,65.31031848,698.1765567,0,604.3857614,225.6318971,0
2024-04-11-19:00,demanda_2024,0,51.34877889,124.5180009,1792.799033,0,1629.327724,230.5815102,529.1033693,0,483.0441414,269.5175794,251.209064,1.985428063,1444.079185,0,0,409.7032086,619.9357757,0,58.64123383,68.84297316,732.1966079,0,593.8026837,241.041128,0
2024-04-11-20:00,demanda_2024,0,49.07210771,122.5292766,1777.304674,0,1630.831304,226.9574864,522.0755145,0,488.3744266,262.072424,263.2348129,1.93150358,1378.739298,0,0,394.8793382,598.0274184,0,57.77362832,65.31031848,759.4509241,0,612.4381031,254.2065185,0
2024-04-11-21:00,demanda_2024,0,49.75864268,119.2359493,1731.826636,0,1574.196456,226.3814826,499.4334719,0,475.7227768,260.4474893,258.478867,1.93150358,1373.788025,0,0,381.1006291,603.9155529,0,55.87157008,60.69743054,754.7115325,0,592.2794821,247.8298903,0
2024-04-11-22:00,demanda_2024,0,51.87377622,110.0162238,1687.03059,0,1492.242702,232.7655245,473.5274464,0,447.9721086,260.6542992,247.0917737,1.970890898,1385.340997,0,0,376.8677261,602.931855,0,53.24650727,52.34751946,721.0066903,0,553.9614423,233.8745763,0
2024-04-11-23:00,demanda_2024,0,51.25791398,112.2356401,1565.349022,0,1391.209037,253.2496586,456.604725,0,409.6023507,249.8558695,240.9362208,1.970890898,1354.998576,0,0,369.5515974,598.3037907,0,48.34119921,53.07740679,658.1225056,0,511.240398,228.3336642,0
2024-04-12-00:00,demanda_2024,0,51.21248152,110.2787354,1481.775202,0,1364.680354,265.4777388,488.9505002,0,406.677953,250.6535647,259.7969435,1.97912661,1338.240419,0,0,362.2877267,603.3019128,0,43.93643278,51.93878255,643.0487636,0,543.7829651,217.2403917,0
2024-04-12-01:00,demanda_2024,0,50.38964913,102.7772677,1425.94765,0,1295.489749,260.7377077,509.1519071,0,395.187766,245.616267,255.054586,1.97912661,1305.274245,0,0,345.5303079,595.760229,0,39.65402098,51.03372226,619.6219845,0,542.3390969,200.9153074,0
2024-04-12-02:00,demanda_2024,0,50.41488937,97.50317105,1376.126407,0,1229.461846,260.2337043,496.919323,0,375.899185,247.492328,244.0207914,1.996376852,1309.929289,0,0,341.8548243,590.218731,0,37.31816,52.55188791,589.6996496,0,523.7274776,186.238759,0
2024-04-12-03:00,demanda_2024,0,50.92979062,94.88600998,1325.982115,0,1186.817205,258.9616961,482.6577766,0,372.0207284,240.9335007,238.5174825,1.996376852,1327.999322,0,0,343.6838564,602.7819583,0,35.86102767,57.33994881,573.4101016,0,522.8389434,176.3475439,0
2024-04-12-04:00,demanda_2024,0,51.07113605,95.36330379,1289.752834,0,1168.756962,261.1097102,474.7183591,0,367.7482039,229.4112364,234.8350216,2.013016452,1312.0029,0,0,339.4857922,602.0793169,0,34.91556013,60.49306208,572.3856725,0,526.08368,173.5656396,0
2024-04-12-05:00,demanda_2024,0,51.01055946,96.62813239,1254.887535,0,1172.36901,259.0336966,472.718802,0,363.6830837,229.7657676,237.131464,2.013016452,1294.990831,0,0,333.0406312,594.9545336,0,34.23704813,61.33973139,578.3858999,0,518.5946056,173.1649538,0
2024-04-12-06:00,demanda_2024,0,48.40576492,101.9738231,1256.167764,0,1175.566278,254.7376684,479.7760621,0,364.0356706,215.8504177,238.4223636,1.969868857,1264.140587,0,0,334.2251473,580.6721772,0,35.36048602,58.94570094,557.278158,0,519.4752065,174.8936269,0
2024-04-12-07:00,demanda_2024,0,44.78631207,103.9784571,1302.602981,0,1211.004105,236.8815514,491.1558939,0,364.7408446,219.1298313,242.4717118,1.969868857,1169.981749,0,0,312.5554707,536.7196188,0,35.29374714,52.31832396,567.0158629,0,509.7092631,179.5301339,0
2024-04-12-08:00,demanda_2024,0,45.45770288,112.0049481,1409.304676,0,1304.035959,235.2135405,532.7790256,0,380.1302286,226.1170506,255.3399426,1.980413262,1145.267699,0,0,313.6354706,529.0561439,0,36.8064952,50.12866197,618.732645,0,546.543768,203.4339038,0
2024-04-12-09:00,demanda_2024,0,45.10938734,120.7553346,1549.376073,0,1403.894413,237.7935574,566.256903,0,406.6364721,221.3604235,273.1407689,1.980413262,1170.447253,0,0,330.4277281,537.1084137,0,41.51158662,57.33994881,657.7735244,0,588.9554121,225.4143819,0
2024-04-12-10:00,demanda_2024,0,44.94280167,127.6522302,1659.643263,0,1505.973672,250.8856432,591.5160128,0,432.2093972,224.6693815,291.7704885,1.901859385,1193.637835,0,0,344.2064372,542.0877987,0,46.0943234,60.46386659,703.0172655,0,628.0826528,241.7623624,0
2024-04-12-11:00,demanda_2024,0,45.84135481,130.2853011,1727.495396,0,1572.113911,245.9896111,618.8334903,0,430.6746069,226.0431899,305.2230212,1.901859385,1245.266501,0,0,352.3412755,541.4273158,0,48.08536681,60.843408,724.2713544,0,645.0124037,251.5963368,0
2024-04-12-12:00,demanda_2024,0,46.76010017,130.1102934,1746.60311,0,1622.466559,235.8615447,623.8323828,0,422.3784431,233.1781305,313.430425,1.866171159,1244.335492,0,0,356.5567592,552.6976831,0,49.78720839,64.49284466,736.80091,0,658.213484,255.4658168,0
2024-04-12-13:00,demanda_2024,0,48.118026,130.985332,1758.759302,0,1638.93681,238.6815632,630.8014271,0,436.2330368,243.725434,318.9201456,1.866171159,1267.102888,0,0,364.813533,558.9230853,0,50.64369075,64.28847621,745.6830477,0,663.7112897,254.4011374,0
2024-04-12-14:00,demanda_2024,0,48.34014024,133.7297714,1737.629543,0,1633.026185,240.2055732,631.5071531,0,444.8403067,236.6495819,312.8461231,1.83315376,1289.320141,0,0,361.2251462,551.9763046,0,50.53245927,62.09881421,763.6724725,0,654.5958802,253.7943846,0
2024-04-12-15:00,demanda_2024,0,47.18918453,134.3979828,1741.063428,0,1606.100005,236.6655501,633.550818,0,453.2401727,231.4054745,305.7257927,1.83315376,1269.557365,0,0,358.0025655,550.5148106,0,50.18764169,64.78479959,748.5649581,0,638.2293965,255.3169907,0
2024-04-12-16:00,demanda_2024,0,47.15384818,133.2445228,1713.245371,0,1579.026923,237.877558,619.509811,0,439.1781748,225.9545571,296.8797333,1.76672898,1269.515047,0,0,359.152243,551.3814016,0,49.54249914,62.44916013,735.1235481,0,624.5919824,252.7754979,0
2024-04-12-17:00,demanda_2024,0,46.75505212,129.672774,1681.945569,0,1551.755092,234.817538,584.1647003,0,429.1812974,235.5268997,287.5309024,1.76672898,1291.647663,0,0,365.2141781,579.9133245,0,49.19768157,61.92364125,738.8159957,0,616.4206405,244.4526814,0
2024-04-12-18:00,demanda_2024,0,52.98939558,125.1464377,1744.353736,0,1586.562106,259.3096983,566.0216609,0,443.7618054,256.7101395,272.0265187,1.985428063,1419.153542,0,0,392.6844995,647.3528409,0,49.03083436,65.83583735,762.7831331,0,625.2821831,239.7360371,0
2024-04-12-19:00,demanda_2024,0,55.24082653,128.5670434,1785.979122,0,1626.90817,283.5618571,544.9527992,0,485.5744714,267.0654052,259.1039341,1.985428063,1488.936878,0,0,410.1735311,675.0978056,0,54.40331461,68.6386047,787.8422442,0,607.0275642,241.4761583,0
2024-04-12-20:00,demanda_2024,0,52.80261769,123.1815782,1782.090577,0,1622.319659,276.8418132,526.2069522,0,486.2796452,257.2271642,264.9469535,1.93150358,1446.110476,0,0,389.1309514,637.7453916,0,57.03950058,65.07675453,783.8796174,0,607.7574316,240.3885826,0
2024-04-12-21:00,demanda_2024,0,53.09035661,118.0347599,1744.951974,0,1576.883889,264.8177343,502.8738861,0,471.2428483,253.8443456,258.3837481,1.93150358,1442.978902,0,0,382.5986936,636.2885819,0,55.17081179,65.31031848,778.2396288,0,583.4972731,236.8282031,0
2024-04-12-22:00,demanda_2024,0,52.89348261,109.7537122,1679.767983,0,1504.496016,267.7577536,480.6729223,0,451.5187187,258.8077825,252.2961373,1.970890898,1448.141768,0,0,372.44321,657.3584537,0,52.89056655,64.25928072,745.1201746,0,541.3474292,223.1361969,0
2024-04-12-23:00,demanda_2024,0,52.00502558,113.7391156,1611.126178,0,1415.715663,261.7217141,463.3973378,0,420.8229123,252.2932715,246.0454655,1.970890898,1424.612638,0,0,369.7432103,656.6792338,0,48.38569179,62.79950605,690.611542,0,517.698138,223.1018524,0
2024-04-13-00:00,demanda_2024,0,53.27208648,114.2880035,1627.170916,0,1420.805368,275.4978043,496.684081,0,416.3844646,257.2714805,265.8845542,1.908646625,1443.190494,0,0,369.0290168,678.7890148,0,45.72725954,64.43445368,692.9418366,0,564.3065197,224.0062576,0
2024-04-13-01:00,demanda_2024,0,52.25238009,107.1683708,1566.892476,0,1348.434777,271.633779,507.7551577,0,405.6409325,251.9830567,261.1693736,1.908646625,1410.774463,0,0,353.4909528,676.7794606,0,41.70068013,63.93813029,679.5229416,0,561.6964504,209.2152275,0
2024-04-13-02:00,demanda_2024,0,52.54516707,101.3851607,1505.465418,0,1271.207795,273.0137881,505.4615482,0,394.8559194,248.7331873,248.3554963,1.923117818,1405.78087,0,0,353.3167594,682.1851146,0,39.13123305,64.25928072,637.5438645,0,540.157428,196.0154925,0
2024-04-13-03:00,demanda_2024,0,52.76728134,99.61121873,1446.287736,0,1229.522335,273.7577929,502.8885888,0,388.9863835,252.7068913,241.5884648,1.923117818,1402.268428,0,0,352.7941786,677.3134679,0,37.34040629,63.32502493,613.2952907,0,530.7564182,185.5289727,0
2024-04-13-04:00,demanda_2024,0,52.60574369,98.45775868,1409.591829,0,1203.59854,267.5777525,496.6399731,0,382.4116736,251.4069435,239.1561381,1.934231439,1386.652873,0,0,345.2167597,673.4489406,0,36.28370727,62.1572052,616.1884585,0,527.567215,178.7173142,0
2024-04-13-05:00,demanda_2024,0,52.58050341,98.47366847,1429.848161,0,1196.62504,266.881748,495.0079818,0,377.1850904,251.1853614,240.3111536,1.934231439,1391.392553,0,0,342.4645017,670.7180078,0,35.82765823,61.04777645,597.3997538,0,522.5930098,176.8169187,0
2024-04-13-06:00,demanda_2024,0,52.48459044,97.96455507,1446.503101,0,1179.67952,261.9737157,494.6404161,0,373.9495864,253.1500553,239.3191991,1.819778533,1384.283032,0,0,342.481921,667.2563282,0,36.03899802,60.87260349,582.7650528,0,523.0055435,178.9920701,0
2024-04-13-07:00,demanda_2024,0,50.37955302,97.59067491,1442.279542,0,1164.531383,254.7856686,495.037387,0,363.3512372,246.162836,238.2593026,1.819778533,1344.503568,0,0,321.8051478,638.4058745,0,35.12689993,58.59535502,599.4936418,0,513.6838671,177.3091898,0
2024-04-13-08:00,demanda_2024,0,52.16656323,107.1206414,1511.48369,0,1256.612699,257.281685,543.6589681,0,387.8456609,251.4512598,252.5543172,1.687237045,1376.411777,0,0,340.4090179,654.3089903,0,39.08674046,61.19375392,630.7218423,0,555.1911103,185.6320063,0
2024-04-13-09:00,demanda_2024,0,52.21199569,117.8120228,1640.296254,0,1379.655666,263.6777269,595.1328586,0,417.6496296,258.6896054,268.5614724,1.687237045,1387.203014,0,0,367.2870813,667.0221143,0,44.03654111,66.79928863,676.7536058,0,604.7903618,211.4934125,0
2024-04-13-10:00,demanda_2024,0,50.02114136,124.8600614,1745.203234,0,1496.044859,270.6377725,625.1262138,0,458.4045346,259.2214022,285.1529295,1.622339377,1383.394342,0,0,375.387081,658.9838974,0,47.13989927,69.89401092,737.1949211,0,648.2333403,231.5391505,0
2024-04-13-11:00,demanda_2024,0,50.93988673,129.1477509,1809.14289,0,1574.282868,262.921722,638.8290604,0,472.7361578,249.9001858,296.7166722,1.622339377,1389.572854,0,0,381.832242,659.1056885,0,48.69713993,71.00343966,777.2151997,0,667.5906938,243.0903497,0
2024-04-13-12:00,demanda_2024,0,50.90959843,130.1659776,1844.283377,0,1608.80472,275.0658016,632.0511503,0,474.519833,246.162836,303.2527008,1.673936278,1390.080677,0,0,376.6412745,668.3618172,0,49.82057783,71.32459009,765.3723494,0,670.2483632,247.1544485,0
2024-04-13-13:00,demanda_2024,0,51.85358403,128.1613436,1853.591958,0,1632.844719,276.961814,632.6539578,0,474.2294673,254.3318259,306.5954513,1.673936278,1381.701599,0,0,378.4528872,652.5149127,0,51.11086294,72.37562783,791.343315,0,672.382432,249.8676638,0
2024-04-13-14:00,demanda_2024,0,52.5754554,128.9091039,1860.387939,0,1637.848011,276.0378078,623.0531436,0,473.6072549,259.0736809,303.3070545,1.707877438,1384.07144,0,0,383.2780484,659.3961136,0,51.14423238,72.2588459,793.1895388,0,661.0298202,249.9592491,0
2024-04-13-15:00,demanda_2024,0,51.61127757,126.3237625,1829.363328,0,1606.2037,277.1058149,607.6741978,0,458.8815641,257.6851003,297.2737974,1.707877438,1371.84137,0,0,386.3438547,652.9880246,0,50.1653954,70.71148473,771.305032,0,647.4638062,245.940943,0
2024-04-13-16:00,demanda_2024,0,51.57089313,126.1567096,1783.514383,0,1560.517334,273.5897919,588.8548377,0,438.7011455,259.974781,287.5309024,1.688269999,1353.475107,0,0,386.8141772,649.7792958,0,48.37456865,69.07653711,745.469156,0,626.8450514,239.1865252,0
2024-04-13-17:00,demanda_2024,0,51.19733735,125.1305279,1723.355589,0,1498.213816,265.4297384,555.8474443,0,421.009576,252.9284732,267.569518,1.688269999,1350.216576,0,0,373.8019197,662.3612601,0,46.73946595,67.47078498,710.8637167,0,594.7943515,232.191696,0
2024-04-13-18:00,demanda_2024,0,54.28674482,135.7821349,1785.033907,0,1539.959765,265.68174,558.8761852,0,437.4359805,268.9562383,271.4422168,1.956620523,1463.122545,0,0,374.5335326,678.2222174,0,49.58699173,70.50711628,709.6704257,0,625.5439834,236.6908251,0
2024-04-13-19:00,demanda_2024,0,56.48264716,145.5109737,1848.315501,0,1616.746043,276.9138136,583.1796244,0,485.4500289,275.7809641,285.2480484,1.956620523,1478.187958,0,0,381.1006291,692.5654695,0,56.21638766,73.10551517,741.9793426,0,673.239233,258.4881326,0
2024-04-13-20:00,demanda_2024,0,52.73194496,139.3459286,1808.305357,0,1628.420391,272.7857865,558.6409431,0,488.4781287,262.4860437,284.6093927,1.922584673,1431.595204,0,0,357.7412753,667.7622299,0,56.11627933,70.21516135,772.6559275,0,673.2471664,263.6398071,0
2024-04-13-21:00,demanda_2024,0,52.44925409,134.2309299,1757.814087,0,1588.929812,269.7497667,537.3074341,0,473.1094851,256.7840002,277.2037055,1.922584673,1426.220744,0,0,358.8561139,668.0198651,0,54.52566924,69.25171007,750.6250737,0,655.7700148,257.0456636,0
2024-04-13-22:00,demanda_2024,0,53.6002098,127.6124557,1703.338553,0,1532.796157,273.0617884,520.7522782,0,452.3690755,270.0050598,271.6188662,1.894640496,1457.113307,0,0,381.2574033,667.1439056,0,53.17976839,69.19331908,724.8905148,0,632.3983905,247.39486,0
2024-04-13-23:00,demanda_2024,0,54.07472665,117.4301877,1603.863571,0,1446.444,277.4058169,503.976583,0,432.2923589,266.164305,261.8759712,1.894640496,1448.734228,0,0,372.2515973,682.480224,0,49.84282413,65.98181482,689.0692696,0,605.2346289,228.5626274,0
2024-04-14-00:00,demanda_2024,0,52.72689694,105.9592264,1490.162496,0,1349.774173,268.8017605,491.8910252,0,409.311985,259.9304646,243.8305536,1.908646625,1415.344869,0,0,364.569662,661.6351974,0,44.93751606,64.87238607,686.2211317,0,561.4108501,206.7882164,0
2024-04-14-01:00,demanda_2024,0,51.48507627,94.02688112,1416.483528,0,1259.568011,260.6537071,484.6426311,0,386.9953042,255.3806474,227.4293343,1.908646625,1369.006026,0,0,349.0141788,663.5604347,0,40.6884737,63.17904746,648.1596515,0,519.1816728,188.3223252,0
2024-04-14-02:00,demanda_2024,0,52.64108004,87.62318913,1344.647134,0,1172.956617,263.6657269,441.0199423,0,369.9881682,254.0954718,212.8081977,1.923117818,1381.913192,0,0,344.8335339,661.3447723,0,38.00779514,62.36157365,601.8577089,0,499.1103187,173.8289474,0
2024-04-14-03:00,demanda_2024,0,51.95454506,85.1333064,1283.004711,0,1113.833083,266.3537445,422.4652295,0,360.0120311,255.6465458,202.1277019,1.923117818,1399.348446,0,0,349.0315982,663.3543266,0,36.05012117,63.70456634,582.7537954,0,488.6779745,164.5101406,0
2024-04-14-04:00,demanda_2024,0,52.15141906,84.56055383,1250.544328,0,1082.733172,264.3257312,410.6296163,0,351.9854926,253.8738898,198.6490672,1.934231439,1396.132234,0,0,348.3522434,663.8414912,0,34.83769809,64.49284466,584.7013363,0,476.0718948,159.2783289,0
2024-04-14-05:00,demanda_2024,0,52.86824237,85.48332187,1261.898881,0,1064.863037,264.8057343,403.072467,0,349.8492304,257.2714805,195.6732039,1.934231439,1408.743171,0,0,342.7257921,651.0159445,0,34.24817128,63.52939339,565.7887996,0,469.7093547,155.4431933,0
2024-04-14-06:00,demanda_2024,0,51.95454506,84.10712471,1265.655815,0,1037.738108,245.7616096,392.3983612,0,344.0211753,258.4680234,193.7436487,1.819778533,1400.660322,0,0,339.2593405,647.0952058,0,33.44730466,60.98938547,567.4098742,0,454.9692062,153.1764566,0
2024-04-14-07:00,demanda_2024,0,50.11200628,81.76043013,1232.884349,0,998.7660047,244.441601,385.8262878,0,329.1088207,248.6297824,189.4768858,1.819778533,1350.385851,0,0,322.4148252,616.3241991,0,31.77883252,57.60270825,563.3684452,0,451.2484689,149.1810468,0
2024-04-14-08:00,demanda_2024,0,51.5456529,85.86515692,1263.370547,0,1034.532199,251.6296481,413.820086,0,349.6418264,245.601495,195.4014356,1.687237045,1366.424592,0,0,339.2070825,604.0607655,0,34.59298885,59.26685136,556.8166021,0,465.4570837,153.4397644,0
2024-04-14-09:00,demanda_2024,0,52.72184888,90.5108167,1346.740966,0,1133.025332,255.6976747,445.7688902,0,376.7910225,250.9046909,207.019532,1.687237045,1377.469742,0,0,367.1303072,621.3551111,0,39.24246452,63.70456634,598.8632239,0,509.5823295,169.8793303,0
2024-04-14-10:00,demanda_2024,0,51.33363473,96.890644,1422.382154,0,1223.222853,261.2777112,478.3646102,0,399.3773287,252.2489551,221.6678455,1.622339377,1401.591332,0,0,370.126436,620.8913678,0,42.16785232,68.14228132,662.9181846,0,544.8142995,189.3870045,0
2024-04-14-11:00,demanda_2024,0,49.69301804,101.4090254,1482.947747,0,1296.578548,265.7657406,499.3746613,0,419.4955261,251.5842091,234.2235427,1.622339377,1398.713668,0,0,370.1786941,623.4583509,0,43.80295501,69.5728605,681.5605422,0,571.3195937,202.8385992,0
2024-04-14-12:00,demanda_2024,0,50.50575432,104.7659919,1526.152482,0,1352.271498,266.7977474,512.9304817,0,429.4509227,242.2334485,245.1758068,1.673936278,1397.824977,0,0,380.2470807,627.5477235,0,45.31570307,70.8574622,695.1482993,0,584.0843403,212.3176804,0
2024-04-14-13:00,demanda_2024,0,50.82378153,108.5286581,1566.557463,0,1399.055305,276.1578086,527.2655412,0,439.2403961,237.1666066,253.7772747,1.673936278,1402.81857,0,0,386.0999838,628.8827421,0,46.60598819,72.81356023,711.6517391,0,597.7296878,220.8236675,0
2024-04-14-14:00,demanda_2024,0,48.29470778,113.2538669,1589.458005,0,1424.149537,281.6538447,538.2631048,0,442.4551596,246.6503164,254.470284,1.707877438,1402.987844,0,0,368.6457909,617.3453712,0,47.02866779,72.40482337,733.4461862,0,592.7396159,220.2970519,0
2024-04-14-15:00,demanda_2024,0,47.79999875,111.2969622,1587.890623,0,1414.652787,281.257842,526.5010047,0,432.7901288,243.7106618,251.0731798,1.707877438,1394.651084,0,0,355.1109528,608.8668323,0,46.21667802,70.06918388,720.0047762,0,577.0791996,216.851154,0
2024-04-14-16:00,demanda_2024,0,47.43149099,109.2923282,1560.658838,0,1379.266808,279.0498276,511.6513534,0,415.3474442,244.065193,243.3006053,1.688269999,1394.354854,0,0,354.1180495,610.2205879,0,44.83740773,68.78458217,710.8637167,0,556.5397784,210.0852881,0
2024-04-14-17:00,demanda_2024,0,47.24471309,108.7752599,1541.670771,0,1349.791455,279.1458283,498.0367225,0,404.6453928,246.9753034,234.2099544,1.688269999,1392.831386,0,0,359.50063,622.1795436,0,43.74733927,65.45629594,695.5985978,0,550.399372,205.6662962,0
2024-04-14-18:00,demanda_2024,0,52.72184888,120.4610034,1626.189806,0,1437.552138,297.1459461,516.7678669,0,432.6656862,253.4602701,243.8984956,1.956620523,1494.438294,0,0,400.1399831,653.8405627,0,47.40685482,69.71883796,717.9784329,0,597.2616207,219.7818844,0
2024-04-14-19:00,demanda_2024,0,56.33120562,135.455984,1751.556519,0,1571.120165,303.5059878,561.5667655,0,480.6589943,263.6087259,268.2217619,1.956620523,1505.56808,0,0,422.1580468,695.174611,0,54.25871369,70.76987572,767.9840806,0,662.648222,248.7686399,0
2024-04-14-20:00,demanda_2024,0,52.55021512,133.6502225,1764.693821,0,1606.575274,297.6019491,577.2691691,0,493.2899037,240.298299,280.641575,1.922584673,1452.923767,0,0,401.8993378,677.2947309,0,54.28095999,66.74089764,778.194599,0,683.1797099,266.0095774,0
2024-04-14-21:00,demanda_2024,0,53.21150986,129.1397959,1736.433067,0,1581.515607,295.1419331,561.5520629,0,484.4544893,245.4094572,277.2444708,1.922584673,1456.013024,0,0,398.554822,675.8753953,0,52.54574897,67.09124356,761.758704,0,665.3217581,262.2202345,0
2024-04-14-22:00,demanda_2024,0,54.96823174,120.9939815,1699.258571,0,1518.996057,296.4259414,539.821583,0,466.6384772,246.2662409,268.3032925,1.894640496,1478.187958,0,0,392.3186931,683.8761381,0,50.6325676,66.9452661,739.9079695,0,636.3491946,250.7033799,0
